scope,event_id,player,other_events_W,other_events_N,skill
development only,6a7e2b83cdc0391d7fa65afb,liquidhunter,40,64,0.4393666597838457
development only,6a7e2b83cdc0391d7fa65afb,lockpick04,1,4,-0.2876820724517809
development only,6a7e2b83cdc0391d7fa65afb,luffyhouz,0,0,0.0
development only,6a7e2b83cdc0391d7fa65afb,lv80mewtwo,21,64,-0.6131044728864089
development only,6a7e2b83cdc0391d7fa65afb,m8leo,28,42,0.5520685823000399
development only,6a7e2b83cdc0391d7fa65afb,ma123,9,17,0.07410797215372183
development only,6a7e2b83cdc0391d7fa65afb,madarauchiwa,0,5,-0.6931471805599453
development only,6a7e2b83cdc0391d7fa65afb,mambadaddy9,19,48,-0.3483066942682157
development only,6a7e2b83cdc0391d7fa65afb,manatee,36,81,-0.19845093872383832
development only,6a7e2b83cdc0391d7fa65afb,marhadi,9,12,0.5596157879354227
development only,6a7e2b83cdc0391d7fa65afb,mashuttv,14,36,-0.3513978868378886
development only,6a7e2b83cdc0391d7fa65afb,masterbenji,10,30,-0.5108256237659907
development only,6a7e2b83cdc0391d7fa65afb,matthewalex638,4,12,-0.3677247801253174
development only,6a7e2b83cdc0391d7fa65afb,minato,140,221,0.5223864461670668
development only,6a7e2b83cdc0391d7fa65afb,mo1245,42,80,0.08894748601649612
development only,6a7e2b83cdc0391d7fa65afb,moateeez,5,8,0.22314355131420976
development only,6a7e2b83cdc0391d7fa65afb,morizou,16,42,-0.3894647667617233
development only,6a7e2b83cdc0391d7fa65afb,murphis,6,16,-0.3101549283038396
development only,6a7e2b83cdc0391d7fa65afb,nabrix,14,28,0.0
development only,6a7e2b83cdc0391d7fa65afb,nagetto_zuki,26,46,0.2151113796169455
development only,6a7e2b83cdc0391d7fa65afb,nakopol91,85,149,0.2657031657330057
development only,6a7e2b83cdc0391d7fa65afb,nemu,8,17,-0.07410797215372185
development only,6a7e2b83cdc0391d7fa65afb,nhakho,9,23,-0.3053816495511819
development only,6a7e2b83cdc0391d7fa65afb,normo360,81,179,-0.18038169197612808
development only,6a7e2b83cdc0391d7fa65afb,norrisjones,5,13,-0.262364264467491
development only,6a7e2b83cdc0391d7fa65afb,numatinale,3,10,-0.40546510810816444
development only,6a7e2b83cdc0391d7fa65afb,nyrq,90,206,-0.24191365399620018
development only,6a7e2b83cdc0391d7fa65afb,okarun,11,25,-0.17185025692665928
development only,6a7e2b83cdc0391d7fa65afb,oscarparra,36,76,-0.09309042306601198
development only,6a7e2b83cdc0391d7fa65afb,p0kem0nzter,0,0,0.0
development only,6a7e2b83cdc0391d7fa65afb,pauk55,64,139,-0.1479201300766222
development only,6a7e2b83cdc0391d7fa65afb,peaceful,0,0,0.0
development only,6a7e2b83cdc0391d7fa65afb,pierfigo,81,151,0.13685918271719735
development only,6a7e2b83cdc0391d7fa65afb,pikamon,21,41,0.03922071315328133
development only,6a7e2b83cdc0391d7fa65afb,pikatravai,54,115,-0.11211729812070612
development only,6a7e2b83cdc0391d7fa65afb,pokemonhunter001,0,0,0.0
development only,6a7e2b83cdc0391d7fa65afb,popay,21,33,0.4248831939652659
development only,6a7e2b83cdc0391d7fa65afb,preluxe,61,102,0.3610133455373305
development only,6a7e2b83cdc0391d7fa65afb,r1nnegantcg,8,16,0.0
development only,6a7e2b83cdc0391d7fa65afb,radarada,27,54,0.0
development only,6a7e2b83cdc0391d7fa65afb,ratatouillet27,43,92,-0.11778303565638351
development only,6a7e2b83cdc0391d7fa65afb,ravenoussix,41,74,0.19105523676270922
development only,6a7e2b83cdc0391d7fa65afb,razbersky202,51,96,0.11332868530700327
development only,6a7e2b83cdc0391d7fa65afb,redmaicon,7,22,-0.5108256237659907
development only,6a7e2b83cdc0391d7fa65afb,rekkatherapy,34,91,-0.46357273891544515
development only,6a7e2b83cdc0391d7fa65afb,rezpectore,8,14,0.16705408466316624
development only,6a7e2b83cdc0391d7fa65afb,rfslooshi,0,0,0.0
development only,6a7e2b83cdc0391d7fa65afb,rikujibra,40,86,-0.12516314295400605
development only,6a7e2b83cdc0391d7fa65afb,rob_dapanda,0,0,0.0
development only,6a7e2b83cdc0391d7fa65afb,rogervilarmau,0,1,-0.1823215567939546
development only,6a7e2b83cdc0391d7fa65afb,russ_ii,29,97,-0.7640989165322298
development only,6a7e2b83cdc0391d7fa65afb,s1db0rb0ne,11,16,0.47000362924573563
development only,6a7e2b83cdc0391d7fa65afb,sacherboy,12,30,-0.3022808718729337
development only,6a7e2b83cdc0391d7fa65afb,saitake,3,7,-0.11778303565638351
development only,6a7e2b83cdc0391d7fa65afb,savid400,0,1,-0.1823215567939546
development only,6a7e2b83cdc0391d7fa65afb,sawitlovers,21,65,-0.6337237600891445
development only,6a7e2b83cdc0391d7fa65afb,scootymak,2,6,-0.25131442828090605
development only,6a7e2b83cdc0391d7fa65afb,seedax,32,46,0.666478933477784
development only,6a7e2b83cdc0391d7fa65afb,sekensirazu,19,25,0.780158557549575
development only,6a7e2b83cdc0391d7fa65afb,sekinokatsu,9,13,0.44183275227903923
development only,6a7e2b83cdc0391d7fa65afb,semant1c24,6,29,-0.9343092373768334
development only,6a7e2b83cdc0391d7fa65afb,shamus,25,53,-0.0953101798043249
development only,6a7e2b83cdc0391d7fa65afb,shyrio,2,8,-0.45198512374305727
development only,6a7e2b83cdc0391d7fa65afb,sinorci200,58,97,0.35894509247327155
development only,6a7e2b83cdc0391d7fa65afb,six420,22,61,-0.48835276791393206
development only,6a7e2b83cdc0391d7fa65afb,soadmon,4,7,0.11778303565638346
development only,6a7e2b83cdc0391d7fa65afb,soap728,48,102,-0.10724553035359756
development only,6a7e2b83cdc0391d7fa65afb,soheilovic,1,4,-0.2876820724517809
development only,6a7e2b83cdc0391d7fa65afb,speedy_paws,26,69,-0.4372138064227446
development only,6a7e2b83cdc0391d7fa65afb,squirtlex02,7,9,0.5389965007326869
development only,6a7e2b83cdc0391d7fa65afb,super_peace,36,80,-0.17824823140631876
development only,6a7e2b83cdc0391d7fa65afb,supreme13,78,147,0.11477551459242825
development only,6a7e2b83cdc0391d7fa65afb,syova,5,19,-0.6418538861723948
development only,6a7e2b83cdc0391d7fa65afb,tababahani,14,31,-0.1466034741918754
development only,6a7e2b83cdc0391d7fa65afb,tateko,4,8,0.0
development only,6a7e2b83cdc0391d7fa65afb,tavi2k,3,6,0.0
development only,6a7e2b83cdc0391d7fa65afb,teegee,2,7,-0.35667494393873245
development only,6a7e2b83cdc0391d7fa65afb,tesla20,20,48,-0.2776317365982795
development only,6a7e2b83cdc0391d7fa65afb,thefossilman,27,53,0.03174869831458027
development only,6a7e2b83cdc0391d7fa65afb,themanwel,4,7,0.11778303565638346
development only,6a7e2b83cdc0391d7fa65afb,theviice,30,46,0.5108256237659907
development only,6a7e2b83cdc0391d7fa65afb,thomasxavier21,38,101,-0.4583075894825443
development only,6a7e2b83cdc0391d7fa65afb,tommykamikace,16,28,0.21130909366720696
development only,6a7e2b83cdc0391d7fa65afb,tonygunk,0,10,-1.0986122886681098
development only,6a7e2b83cdc0391d7fa65afb,tosaze,8,25,-0.5260930958967791
development only,6a7e2b83cdc0391d7fa65afb,troopscoop,1,4,-0.2876820724517809
development only,6a7e2b83cdc0391d7fa65afb,turbone101,8,20,-0.2682639865946794
development only,6a7e2b83cdc0391d7fa65afb,twidleurstixx,8,14,0.16705408466316624
development only,6a7e2b83cdc0391d7fa65afb,tyrendemer825,16,34,-0.09097177820572676
development only,6a7e2b83cdc0391d7fa65afb,unknownxiii,9,13,0.44183275227903923
development only,6a7e2b83cdc0391d7fa65afb,varma,26,46,0.2151113796169455
development only,6a7e2b83cdc0391d7fa65afb,varo0,0,6,-0.7884573603642702
development only,6a7e2b83cdc0391d7fa65afb,vegegras,21,48,-0.2076393647782445
development only,6a7e2b83cdc0391d7fa65afb,victorssito,92,155,0.35520327332727614
development only,6a7e2b83cdc0391d7fa65afb,wall456,48,123,-0.4117347211217598
development only,6a7e2b83cdc0391d7fa65afb,warpis,80,154,0.07320340402329492
development only,6a7e2b83cdc0391d7fa65afb,whiterabbit,8,24,-0.4795730802618862
development only,6a7e2b83cdc0391d7fa65afb,whoisfabelaa,45,82,0.17435338714477774
development only,6a7e2b83cdc0391d7fa65afb,xanypopper,57,106,0.13815033848081718
development only,6a7e2b83cdc0391d7fa65afb,yizzy_tcg1,14,30,-0.10008345855698253
development only,6a7e2b83cdc0391d7fa65afb,zagazaga,15,34,-0.1823215567939546
development only,6a7e2b83cdc0391d7fa65afb,zsway,15,30,0.0
development only,6a7e2b83cdc0391d7fa65afb,zzz_pocket,10,30,-0.5108256237659907
development only,6a7e2db92b308b6067b531d2,2811,38,69,0.17768117723745241
development only,6a7e2db92b308b6067b531d2,2sick,43,93,-0.13613217432458005
development only,6a7e2db92b308b6067b531d2,akaseahri,13,28,-0.10536051565782628
development only,6a7e2db92b308b6067b531d2,aldous,50,117,-0.26933293378358447
development only,6a7e2db92b308b6067b531d2,alice_69,5,8,0.22314355131420976
development only,6a7e2db92b308b6067b531d2,aluchitcg,9,28,-0.5389965007326869
development only,6a7e2db92b308b6067b531d2,amilaz,20,33,0.32850406697203605
development only,6a7e2db92b308b6067b531d2,aoisora,30,64,-0.10821358464023272
development only,6a7e2db92b308b6067b531d2,ashoka,3,6,0.0
development only,6a7e2db92b308b6067b531d2,asterphoenix,20,41,-0.03922071315328127
development only,6a7e2db92b308b6067b531d2,avelino_off,25,60,-0.2876820724517809
development only,6a7e2db92b308b6067b531d2,balancedeala,29,64,-0.16251892949777494
development only,6a7e2db92b308b6067b531d2,benjaa,6,26,-0.8209805520698302
development only,6a7e2db92b308b6067b531d2,butterflybabe,14,56,-0.9057086225436182
development only,6a7e2db92b308b6067b531d2,cosmooo,61,102,0.3610133455373305
development only,6a7e2db92b308b6067b531d2,crisspardog,16,27,0.27193371548364176
development only,6a7e2db92b308b6067b531d2,darkcharrow,7,13,0.0870113769896297
development only,6a7e2db92b308b6067b531d2,dashmd,22,73,-0.7295148247308202
development only,6a7e2db92b308b6067b531d2,dietdrkelp,90,174,0.06524052186840094
development only,6a7e2db92b308b6067b531d2,eeveeon,23,60,-0.40546510810816444
development only,6a7e2db92b308b6067b531d2,elatomico,43,99,-0.23967285326542034
development only,6a7e2db92b308b6067b531d2,elluquitas96,86,153,0.2341933875007947
development only,6a7e2db92b308b6067b531d2,esteban0708,48,87,0.1861022796338607
development only,6a7e2db92b308b6067b531d2,feherlac,11,24,-0.11778303565638351
development only,6a7e2db92b308b6067b531d2,filoranzo,0,0,0.0
development only,6a7e2db92b308b6067b531d2,fzin,12,19,0.3483066942682158
development only,6a7e2db92b308b6067b531d2,giovanni_tcgp,0,1,-0.1823215567939546
development only,6a7e2db92b308b6067b531d2,goku6767,20,53,-0.41871033485818493
development only,6a7e2db92b308b6067b531d2,golfermt,35,61,0.25489224962879004
development only,6a7e2db92b308b6067b531d2,griffsama,19,36,0.0870113769896297
development only,6a7e2db92b308b6067b531d2,guunnz,68,126,0.14732471475685852
development only,6a7e2db92b308b6067b531d2,hakitcgp,47,89,0.10109611687136881
development only,6a7e2db92b308b6067b531d2,hanzee,27,48,0.20763936477824455
development only,6a7e2db92b308b6067b531d2,iono_ce,9,21,-0.1941560144409575
development only,6a7e2db92b308b6067b531d2,isanpum,38,65,0.2954642128938359
development only,6a7e2db92b308b6067b531d2,jefe_tribal10,2,5,-0.13353139262452263
development only,6a7e2db92b308b6067b531d2,jlng,50,85,0.3184537311185346
development only,6a7e2db92b308b6067b531d2,ka1z0,1,3,-0.15415067982725836
development only,6a7e2db92b308b6067b531d2,kam4l,0,6,-0.7884573603642702
development only,6a7e2db92b308b6067b531d2,kick42zo,4,9,-0.10536051565782628
development only,6a7e2db92b308b6067b531d2,kresna19,3,11,-0.48550781578170077
development only,6a7e2db92b308b6067b531d2,legendoery,40,60,0.5877866649021191
development only,6a7e2db92b308b6067b531d2,lolocatchem,15,33,-0.13976194237515874
development only,6a7e2db92b308b6067b531d2,matthewalex638,6,17,-0.3746934494414107
development only,6a7e2db92b308b6067b531d2,mcleoid,4,10,-0.2006706954621511
development only,6a7e2db92b308b6067b531d2,mega_rezpectore_ex,30,45,0.5596157879354227
development only,6a7e2db92b308b6067b531d2,moserk,53,105,0.01739174271186924
development only,6a7e2db92b308b6067b531d2,nakopol91,86,151,0.26236426446749106
development only,6a7e2db92b308b6067b531d2,nj_210zz,28,50,0.20067069546215124
development only,6a7e2db92b308b6067b531d2,normo360,85,184,-0.14458122881110755
development only,6a7e2db92b308b6067b531d2,nyrq,96,210,-0.16400297627026997
development only,6a7e2db92b308b6067b531d2,pauk55,68,145,-0.11625980611586197
development only,6a7e2db92b308b6067b531d2,pierfigo,83,155,0.13353139262452257
development only,6a7e2db92b308b6067b531d2,preluxe,66,106,0.4560173872709956
development only,6a7e2db92b308b6067b531d2,razbersky202,53,99,0.12861737782209354
development only,6a7e2db92b308b6067b531d2,redmaicon,2,17,-1.0498221244986778
development only,6a7e2db92b308b6067b531d2,redspoon,0,0,0.0
development only,6a7e2db92b308b6067b531d2,rekkatherapy,34,90,-0.4473122180436648
development only,6a7e2db92b308b6067b531d2,rikujibra,43,90,-0.08004270767353637
development only,6a7e2db92b308b6067b531d2,robinio,1,5,-0.40546510810816444
development only,6a7e2db92b308b6067b531d2,russ_ii,28,98,-0.8209805520698302
development only,6a7e2db92b308b6067b531d2,sawitlovers,22,70,-0.6744550475477927
development only,6a7e2db92b308b6067b531d2,seb96,6,12,0.0
development only,6a7e2db92b308b6067b531d2,shaquill10,7,15,-0.08004270767353637
development only,6a7e2db92b308b6067b531d2,shinra67,67,133,0.01398624197473987
development only,6a7e2db92b308b6067b531d2,sky_skywolf93,12,40,-0.6632942174102642
development only,6a7e2db92b308b6067b531d2,sleepy512pete,32,97,-0.6375773294051346
development only,6a7e2db92b308b6067b531d2,soap728,51,106,-0.06899287148695143
development only,6a7e2db92b308b6067b531d2,sparadrap,71,137,0.06805346324501557
development only,6a7e2db92b308b6067b531d2,sparza,0,0,0.0
development only,6a7e2db92b308b6067b531d2,speedy_paws,25,69,-0.4906229164484712
development only,6a7e2db92b308b6067b531d2,super_peace,42,89,-0.10109611687136875
development only,6a7e2db92b308b6067b531d2,supreme13,85,155,0.1823215567939546
development only,6a7e2db92b308b6067b531d2,tcgyami,4,8,0.0
development only,6a7e2db92b308b6067b531d2,tesla20,21,52,-0.325422400434628
development only,6a7e2db92b308b6067b531d2,theblank,11,21,0.06453852113757116
development only,6a7e2db92b308b6067b531d2,thekyle,1,2,0.0
development only,6a7e2db92b308b6067b531d2,themadhimalayan,6,35,-1.128465251817791
development only,6a7e2db92b308b6067b531d2,thomasxavier21,38,103,-0.4872951263557965
development only,6a7e2db92b308b6067b531d2,toddyfox,19,35,0.13353139262452257
development only,6a7e2db92b308b6067b531d2,turbone101,9,22,-0.25131442828090605
development only,6a7e2db92b308b6067b531d2,umbreon099,0,1,-0.1823215567939546
development only,6a7e2db92b308b6067b531d2,unknownxiii,9,14,0.3364722366212129
development only,6a7e2db92b308b6067b531d2,vegegras,24,51,-0.09844007281325252
development only,6a7e2db92b308b6067b531d2,victorssito,93,158,0.3364722366212129
development only,6a7e2db92b308b6067b531d2,warpis,80,155,0.06062462181643484
development only,6a7e2db92b308b6067b531d2,xanypopper,57,108,0.10178269430994238
development only,6a7e2db92b308b6067b531d2,xastur,49,104,-0.10536051565782628
development only,6a7e2db92b308b6067b531d2,yalcn37,13,27,-0.05406722127027582
development only,6a827b0778baaa6d1c221f3f,ayase,1,4,-0.2876820724517809
development only,6a827b0778baaa6d1c221f3f,kastro93,0,0,0.0
development only,6a827b0778baaa6d1c221f3f,kylorde,12,31,-0.3448404862917295
development only,6a827b0778baaa6d1c221f3f,lionking,16,30,0.10008345855698263
development only,6a827b0778baaa6d1c221f3f,mo1245,39,78,0.0
development only,6a827b0778baaa6d1c221f3f,msbh,8,15,0.08004270767353636
development only,6a827b0778baaa6d1c221f3f,queen13,0,2,-0.3364722366212129
development only,6a827b0778baaa6d1c221f3f,semitse,0,0,0.0
development only,6a88ce398302ae761e5f8954,bentoto,0,0,0.0
development only,6a88ce398302ae761e5f8954,cadu_f,12,33,-0.42488319396526597
development only,6a88ce398302ae761e5f8954,castro37,37,65,0.24116205681688804
development only,6a88ce398302ae761e5f8954,danielsouls,0,0,0.0
development only,6a88ce398302ae761e5f8954,donattasxd,3,6,0.0
development only,6a88ce398302ae761e5f8954,gabriredparaense,0,0,0.0
development only,6a88ce398302ae761e5f8954,gigamauro,3,4,0.28768207245178085
development only,6a88ce398302ae761e5f8954,gigantemds,0,0,0.0
development only,6a88ce398302ae761e5f8954,gracilianoneto,0,0,0.0
development only,6a88ce398302ae761e5f8954,henri_batima,0,0,0.0
development only,6a88ce398302ae761e5f8954,icyriaco,3,10,-0.40546510810816444
development only,6a88ce398302ae761e5f8954,iromm,72,152,-0.0988458346366326
development only,6a88ce398302ae761e5f8954,khaiky,0,0,0.0
development only,6a88ce398302ae761e5f8954,leonemesis,0,0,0.0
development only,6a88ce398302ae761e5f8954,lipex,0,0,0.0
development only,6a88ce398302ae761e5f8954,manuprado,1,8,-0.6931471805599453
development only,6a88ce398302ae761e5f8954,mart95nlc,1,5,-0.40546510810816444
development only,6a88ce398302ae761e5f8954,marthi09,0,0,0.0
development only,6a88ce398302ae761e5f8954,maximusale,10,16,0.31015492830383945
development only,6a88ce398302ae761e5f8954,mirandolla,4,11,-0.2876820724517809
development only,6a88ce398302ae761e5f8954,muralha,0,0,0.0
development only,6a88ce398302ae761e5f8954,niev,7,13,0.0870113769896297
development only,6a88ce398302ae761e5f8954,richardmarighetti,1,5,-0.40546510810816444
development only,6a88ce398302ae761e5f8954,thii8,0,0,0.0
development only,6a8b75058302ae761e5fab7e,acad,53,145,-0.5142679679569635
development only,6a8b75058302ae761e5fab7e,adreishka,0,0,0.0
development only,6a8b75058302ae761e5fab7e,ahcolvin22,2,9,-0.5389965007326869
development only,6a8b75058302ae761e5fab7e,aldous,48,115,-0.3063742054639334
development only,6a8b75058302ae761e5fab7e,alex_tart,4,8,0.0
development only,6a8b75058302ae761e5fab7e,alexesar,5,12,-0.1823215567939546
development only,6a8b75058302ae761e5fab7e,amilaz,17,30,0.20067069546215124
development only,6a8b75058302ae761e5fab7e,azin,21,68,-0.6931471805599453
development only,6a8b75058302ae761e5fab7e,castro37,42,71,0.3237870770938972
development only,6a8b75058302ae761e5fab7e,cerci,0,0,0.0
development only,6a8b75058302ae761e5fab7e,chuckie,29,70,-0.3022808718729337
development only,6a8b75058302ae761e5fab7e,coachayk,0,0,0.0
development only,6a8b75058302ae761e5fab7e,cosmooo,57,97,0.32047189527477177
development only,6a8b75058302ae761e5fab7e,danico,12,26,-0.11122563511022437
development only,6a8b75058302ae761e5fab7e,danteuwu,0,0,0.0
development only,6a8b75058302ae761e5fab7e,dariuspopek,27,49,0.16989903679539742
development only,6a8b75058302ae761e5fab7e,den670,19,35,0.13353139262452257
development only,6a8b75058302ae761e5fab7e,denexwtrixes,4,10,-0.2006706954621511
development only,6a8b75058302ae761e5fab7e,eilix524,3,12,-0.5596157879354228
development only,6a8b75058302ae761e5fab7e,einstun,67,152,-0.2231435513142097
development only,6a8b75058302ae761e5fab7e,elluquitas96,82,149,0.18924199963852834
development only,6a8b75058302ae761e5fab7e,elmarcoo,60,130,-0.1431008436406733
