game_seed,deck_in_seat_0,winner_seat,final_turn,points_seat0,points_seat1
72000414,blaziken,tie,13,4,4
72000415,altaria,1,14,0,3
72000415,blaziken,1,7,0,3
72000416,altaria,1,11,0,3
72000416,blaziken,1,7,1,2
72000417,altaria,1,9,2,3
72000417,blaziken,0,10,3,1
72000418,altaria,0,9,3,2
72000418,blaziken,1,10,2,4
72000419,altaria,1,12,2,5
72000419,blaziken,1,6,1,2
72000420,altaria,0,8,3,0
72000420,blaziken,1,5,0,3
72000421,altaria,1,9,1,4
72000421,blaziken,0,10,3,1
72000422,altaria,0,10,4,1
72000422,blaziken,1,5,1,2
72000423,altaria,0,10,4,2
72000423,blaziken,0,11,3,1
72000424,altaria,0,12,4,1
72000424,blaziken,1,15,2,5
72000425,altaria,1,10,1,3
72000425,blaziken,0,9,4,1
72000426,altaria,1,14,2,3
72000426,blaziken,1,8,0,3
72000427,altaria,1,8,0,3
72000427,blaziken,1,8,0,4
72000428,altaria,1,8,0,3
72000428,blaziken,1,9,1,4
72000429,altaria,0,9,3,0
72000429,blaziken,0,7,3,1
72000430,altaria,0,9,3,2
72000430,blaziken,1,10,1,3
72000431,altaria,0,6,3,0
72000431,blaziken,0,14,3,2
72000432,altaria,0,7,3,1
72000432,blaziken,1,12,1,3
72000433,altaria,0,9,3,1
72000433,blaziken,1,14,2,3
72000434,altaria,0,10,4,0
72000434,blaziken,0,12,5,2
72000435,altaria,0,13,4,2
72000435,blaziken,1,10,0,4
72000436,altaria,0,10,3,1
72000436,blaziken,0,4,1,0
72000437,altaria,0,6,3,0
72000437,blaziken,1,9,1,3
72000438,altaria,1,12,1,4
72000438,blaziken,1,2,0,1
72000439,altaria,1,11,2,5
72000439,blaziken,1,7,1,3
72000440,altaria,0,8,3,1
72000440,blaziken,1,5,0,3
72000441,altaria,0,11,4,1
72000441,blaziken,1,6,1,3
72000442,altaria,0,9,3,2
72000442,blaziken,1,12,2,3
72000443,altaria,0,6,2,1
72000443,blaziken,0,12,3,2
72000444,altaria,1,9,2,3
72000444,blaziken,1,7,1,3
72000445,altaria,0,5,2,0
72000445,blaziken,1,10,1,3
72000446,altaria,1,9,1,3
72000446,blaziken,1,11,2,3
72000447,altaria,1,14,2,5
72000447,blaziken,1,12,1,3
72000448,altaria,0,3,1,1
72000448,blaziken,1,8,1,3
72000449,altaria,1,9,1,3
72000449,blaziken,1,9,2,3
72000450,altaria,1,11,2,5
72000450,blaziken,1,7,0,3
72000451,altaria,0,4,2,0
72000451,blaziken,0,10,3,1
72000452,altaria,1,15,2,3
72000452,blaziken,1,13,2,5
72000453,altaria,0,10,3,0
72000453,blaziken,0,7,3,0
72000454,altaria,0,6,3,0
72000454,blaziken,1,8,1,3
72000455,altaria,1,9,1,3
72000455,blaziken,0,10,5,0
72000456,altaria,0,4,1,0
72000456,blaziken,1,13,1,3
72000457,altaria,1,9,1,3
72000457,blaziken,0,8,3,0
72000458,altaria,0,10,3,1
72000458,blaziken,1,7,1,3
72000459,altaria,1,10,1,3
72000459,blaziken,1,14,2,3
72000460,altaria,1,17,1,3
72000460,blaziken,1,12,1,5
72000461,altaria,1,8,1,4
72000461,blaziken,1,10,1,4
72000462,altaria,0,10,4,1
72000462,blaziken,0,10,3,2
72000463,altaria,0,8,3,1
72000463,blaziken,0,10,3,1
72000464,altaria,0,8,3,0
72000464,blaziken,0,8,3,1
72000465,altaria,0,10,4,0
72000465,blaziken,1,5,1,2
72000466,altaria,1,8,0,4
72000466,blaziken,1,14,1,5
72000467,altaria,0,13,5,2
72000467,blaziken,0,12,4,2
72000468,altaria,1,9,1,3
72000468,blaziken,1,8,1,4
72000469,altaria,0,9,3,1
72000469,blaziken,0,13,3,1
72000470,altaria,0,12,3,1
72000470,blaziken,0,12,3,2
72000471,altaria,0,15,5,2
72000471,blaziken,1,8,0,3
72000472,altaria,0,10,4,1
72000472,blaziken,0,10,3,1
72000473,altaria,0,8,3,0
72000473,blaziken,1,10,0,3
72000474,altaria,1,11,2,4
72000474,blaziken,1,3,0,1
72000475,altaria,0,14,3,1
72000475,blaziken,0,12,5,0
72000476,altaria,1,9,1,3
72000476,blaziken,0,12,5,2
72000477,altaria,0,10,5,1
72000477,blaziken,0,12,3,2
72000478,altaria,0,13,5,1
72000478,blaziken,0,11,3,0
72000479,altaria,1,13,1,3
72000479,blaziken,0,10,5,0
72000480,altaria,1,9,1,3
72000480,blaziken,0,8,3,1
72000481,altaria,0,15,5,1
72000481,blaziken,1,8,0,3
72000482,altaria,0,12,5,2
72000482,blaziken,1,11,2,2
72000483,altaria,0,8,3,0
72000483,blaziken,1,11,2,4
72000484,altaria,0,8,4,0
72000484,blaziken,1,14,2,5
72000485,altaria,1,13,2,3
72000485,blaziken,1,9,1,3
72000486,altaria,1,9,1,4
72000486,blaziken,1,11,2,3
72000487,altaria,0,7,2,1
72000487,blaziken,1,8,0,3
72000488,altaria,0,10,4,0
72000488,blaziken,1,11,2,5
72000489,altaria,1,10,1,3
72000489,blaziken,1,9,2,4
72000490,altaria,1,10,2,3
72000490,blaziken,1,10,0,5
72000491,altaria,1,9,1,3
72000491,blaziken,1,10,2,3
72000492,altaria,0,6,3,0
72000492,blaziken,0,8,4,2
72000493,altaria,0,8,3,1
72000493,blaziken,1,13,2,5
72000494,altaria,1,8,2,3
72000494,blaziken,1,11,1,3
72000495,altaria,0,10,3,1
72000495,blaziken,0,14,4,2
72000496,altaria,0,6,3,0
72000496,blaziken,0,11,5,0
72000497,altaria,0,10,4,1
72000497,blaziken,1,13,2,5
72000498,altaria,0,7,3,1
72000498,blaziken,1,7,1,2
72000499,altaria,0,9,4,1
72000499,blaziken,0,3,1,0
72000500,altaria,0,14,5,2
72000500,blaziken,0,12,3,1
72000501,altaria,0,11,3,1
72000501,blaziken,0,15,3,2
72000502,altaria,0,10,3,2
72000502,blaziken,1,11,1,5
72000503,altaria,1,11,1,4
72000503,blaziken,0,12,4,1
72000504,altaria,1,10,0,5
72000504,blaziken,1,10,0,5
72000505,altaria,0,12,4,1
72000505,blaziken,0,8,3,0
72000506,altaria,0,9,3,2
72000506,blaziken,1,10,2,4
72000507,altaria,1,9,1,4
72000507,blaziken,0,9,3,2
72000508,altaria,0,8,3,1
72000508,blaziken,1,11,1,4
72000509,altaria,0,12,4,2
72000509,blaziken,1,2,0,1
72000510,altaria,1,8,0,4
72000510,blaziken,0,12,3,2
72000511,altaria,1,11,2,3
72000511,blaziken,0,9,5,2
72000512,altaria,1,10,1,3
72000512,blaziken,0,15,3,2
72000513,altaria,0,7,2,0
72000513,blaziken,0,9,3,0
72000514,altaria,1,8,2,3
72000514,blaziken,0,7,3,0
72000515,altaria,1,11,1,3
72000515,blaziken,1,11,2,3
72000516,altaria,0,6,3,1
72000516,blaziken,1,7,0,3
72000517,altaria,0,12,3,2
72000517,blaziken,0,8,3,0
72000518,altaria,1,9,0,3
72000518,blaziken,1,11,1,3
72000519,altaria,0,7,3,0
72000519,blaziken,1,9,1,3
72000520,altaria,0,10,3,1
72000520,blaziken,1,9,1,3
72000521,altaria,0,9,3,1
72000521,blaziken,0,15,3,0
72000522,altaria,0,11,3,1
72000522,blaziken,1,12,1,4
72000523,altaria,0,11,4,2
72000523,blaziken,1,11,2,3
72000524,altaria,0,10,3,0
72000524,blaziken,1,15,1,4
72000525,altaria,0,13,3,1
72000525,blaziken,0,11,3,0
72000526,altaria,0,8,3,1
72000526,blaziken,1,8,1,3
72000527,altaria,0,8,3,1
72000527,blaziken,0,9,3,0
72000528,altaria,1,10,1,4
72000528,blaziken,0,7,3,1
72000529,altaria,0,9,3,2
72000529,blaziken,1,6,0,3
72000530,altaria,1,10,2,4
72000530,blaziken,1,11,2,3
72000531,altaria,0,9,3,0
72000531,blaziken,0,11,3,1
72000532,altaria,0,9,3,1
72000532,blaziken,1,10,1,3
72000533,altaria,0,10,3,1
72000533,blaziken,1,10,1,4
72000534,altaria,0,3,1,0
72000534,blaziken,1,10,1,3
72000535,altaria,0,3,1,0
72000535,blaziken,0,13,3,2
72000536,altaria,0,11,3,1
72000536,blaziken,0,11,3,1
72000537,altaria,1,10,2,4
72000537,blaziken,0,11,5,1
72000538,altaria,0,10,3,1
72000538,blaziken,0,4,2,0
72000539,altaria,0,5,2,0
72000539,blaziken,1,10,2,3
72000540,altaria,1,13,2,5
72000540,blaziken,0,8,3,0
72000541,altaria,1,10,2,4
72000541,blaziken,0,13,5,0
72000542,altaria,1,8,1,3
72000542,blaziken,0,13,4,1
72000543,altaria,1,10,1,3
72000543,blaziken,1,12,1,3
72000544,altaria,0,13,3,2
72000544,blaziken,1,8,0,3
72000545,altaria,0,4,1,0
72000545,blaziken,1,12,1,5
72000546,altaria,1,9,1,3
72000546,blaziken,1,11,2,4
72000547,altaria,0,15,5,1
72000547,blaziken,1,12,2,3
72000548,altaria,1,8,0,3
72000548,blaziken,1,10,2,3
72000549,altaria,0,10,4,2
72000549,blaziken,1,5,1,1
72000550,altaria,0,11,4,2
72000550,blaziken,1,6,0,2
72000551,altaria,0,14,5,2
72000551,blaziken,1,9,1,5
72000552,altaria,0,12,3,2
72000552,blaziken,1,4,0,2
72000553,altaria,1,13,1,3
72000553,blaziken,0,10,4,2
72000554,altaria,0,12,4,2
72000554,blaziken,0,8,4,0
72000555,altaria,0,11,4,2
72000555,blaziken,0,11,3,1
72000556,altaria,0,10,3,2
72000556,blaziken,1,11,2,4
72000557,altaria,0,12,3,2
72000557,blaziken,1,9,1,3
72000558,altaria,0,13,5,2
72000558,blaziken,1,10,2,3
72000559,altaria,0,11,4,2
72000559,blaziken,1,11,1,4
72000560,altaria,0,8,3,1
72000560,blaziken,1,7,1,2
72000561,altaria,0,10,4,2
72000561,blaziken,0,14,3,2
72000562,altaria,1,13,1,3
72000562,blaziken,0,6,3,0
72000563,altaria,0,9,4,2
72000563,blaziken,0,8,3,0
72000564,altaria,1,2,0,1
72000564,blaziken,0,10,3,0
72000565,altaria,0,12,4,2
72000565,blaziken,1,8,1,5
72000566,altaria,1,7,0,3
72000566,blaziken,1,9,0,3
72000567,altaria,1,9,0,3
72000567,blaziken,1,11,0,5
72000568,altaria,0,12,3,0
72000568,blaziken,1,13,1,5
72000569,altaria,0,9,3,1
72000569,blaziken,0,11,3,1
72000570,altaria,1,9,1,3
72000570,blaziken,1,3,0,1
72000571,altaria,1,10,2,3
72000571,blaziken,1,8,1,3
72000572,altaria,1,11,2,5
72000572,blaziken,1,7,0,2
72000573,altaria,1,15,1,3
72000573,blaziken,0,10,3,0
72000574,altaria,0,13,3,1
72000574,blaziken,0,10,4,2
72000575,altaria,1,10,1,3
72000575,blaziken,0,12,4,2
72000576,altaria,0,9,5,1
72000576,blaziken,0,9,3,2
72000577,altaria,0,13,5,2
72000577,blaziken,1,14,2,4
72000578,altaria,0,9,2,2
72000578,blaziken,0,9,4,1
72000579,altaria,1,9,1,3
72000579,blaziken,0,12,3,2
72000580,altaria,0,9,3,0
72000580,blaziken,0,12,3,0
72000581,altaria,1,10,2,3
72000581,blaziken,1,9,2,4
72000582,altaria,0,10,4,1
72000582,blaziken,1,7,0,3
72000583,altaria,1,12,2,3
72000583,blaziken,0,8,3,1
72000584,altaria,0,12,5,2
72000584,blaziken,1,9,0,3
72000585,altaria,1,14,2,5
72000585,blaziken,1,9,1,3
72000586,altaria,1,12,1,3
72000586,blaziken,1,13,1,3
72000587,altaria,0,9,4,1
72000587,blaziken,0,11,5,1
72000588,altaria,0,14,3,1
72000588,blaziken,0,4,1,0
72000589,altaria,0,15,4,2
72000589,blaziken,0,12,5,2
72000590,altaria,0,11,3,1
72000590,blaziken,1,5,0,2
72000591,altaria,0,10,4,1
72000591,blaziken,0,10,3,0
72000592,altaria,1,10,2,5
72000592,blaziken,0,10,3,0
72000593,altaria,1,12,1,5
72000593,blaziken,1,9,1,3
72000594,altaria,1,10,0,3
72000594,blaziken,0,14,3,2
72000595,altaria,0,9,3,1
72000595,blaziken,1,6,1,2
72000596,altaria,0,14,4,2
72000596,blaziken,1,11,2,3
72000597,altaria,1,8,2,3
72000597,blaziken,1,10,2,3
72000598,altaria,1,9,2,4
72000598,blaziken,1,13,2,4
72000599,altaria,0,13,5,2
72000599,blaziken,1,18,2,4
72000600,altaria,0,12,4,1
72000600,blaziken,0,10,4,1
72000601,altaria,1,9,1,3
72000601,blaziken,1,9,1,3
72000602,altaria,0,7,2,1
72000602,blaziken,1,12,2,4
72000603,altaria,0,10,3,2
72000603,blaziken,1,9,2,4
72000604,altaria,0,7,2,0
72000604,blaziken,0,8,3,2
72000605,altaria,1,8,0,3
72000605,blaziken,1,6,0,3
72000606,altaria,0,10,3,1
72000606,blaziken,0,14,3,1
72000607,altaria,0,6,2,0
72000607,blaziken,1,9,1,3
72000608,altaria,0,8,3,1
72000608,blaziken,1,10,1,4
72000609,altaria,1,8,0,3
72000609,blaziken,0,9,3,2
72000610,altaria,0,7,3,1
72000610,blaziken,0,13,3,2
72000611,altaria,0,8,3,1
72000611,blaziken,1,12,1,5
72000612,altaria,1,6,0,3
72000612,blaziken,1,12,2,3
72000613,altaria,0,7,3,1
72000613,blaziken,1,11,2,5
72000614,altaria,0,9,3,1
72000614,blaziken,1,8,1,3
72000615,altaria,0,9,3,1
72000615,blaziken,1,14,1,5
72000616,altaria,1,14,2,3
72000616,blaziken,1,14,0,3
72000617,altaria,1,8,0,4
72000617,blaziken,0,7,3,1
72000618,altaria,1,8,1,3
72000618,blaziken,1,12,1,4
72000619,altaria,1,8,1,4
72000619,blaziken,0,14,3,1
72000620,altaria,1,10,2,3
72000620,blaziken,1,6,0,2
72000621,altaria,1,11,2,3
72000621,blaziken,0,8,4,1
72000622,altaria,1,11,1,4
72000622,blaziken,0,10,3,0
72000623,altaria,1,15,2,5
72000623,blaziken,1,9,0,2
72000624,altaria,0,9,3,2
72000624,blaziken,1,6,0,3
72000625,altaria,1,8,0,3
72000625,blaziken,1,8,1,4
72000626,altaria,0,11,3,2
72000626,blaziken,0,10,3,2
72000627,altaria,1,12,1,3
72000627,blaziken,0,11,5,1
72000628,altaria,1,10,1,3
72000628,blaziken,1,6,0,3
72000629,altaria,1,11,1,3
72000629,blaziken,1,11,2,3
72000630,altaria,1,12,1,4
72000630,blaziken,0,10,5,1
72000631,altaria,0,5,1,1
72000631,blaziken,1,10,2,3
72000632,altaria,0,11,4,1
72000632,blaziken,1,8,0,3
72000633,altaria,1,7,2,3
72000633,blaziken,0,8,3,0
72000634,altaria,1,10,1,5
72000634,blaziken,1,10,1,4
72000635,altaria,1,9,0,3
72000635,blaziken,1,13,1,4
72000636,altaria,0,8,3,0
72000636,blaziken,1,13,1,3
72000637,altaria,0,10,3,0
72000637,blaziken,0,7,3,1
72000638,altaria,1,11,2,4
72000638,blaziken,0,10,3,0
72000639,altaria,0,16,3,2
72000639,blaziken,1,9,1,2
72000640,altaria,0,11,3,1
72000640,blaziken,0,8,3,0
72000641,altaria,0,10,4,2
72000641,blaziken,1,9,1,3
72000642,altaria,1,10,1,4
72000642,blaziken,0,10,4,0
72000643,altaria,1,10,1,3
72000643,blaziken,1,3,1,1
72000644,altaria,0,6,3,0
72000644,blaziken,1,13,1,4
72000645,altaria,1,12,1,3
72000645,blaziken,1,12,2,5
72000646,altaria,0,10,3,0
72000646,blaziken,1,13,1,5
72000647,altaria,1,11,2,5
72000647,blaziken,0,8,4,0
72000648,altaria,1,11,1,4
72000648,blaziken,0,10,4,1
72000649,altaria,0,3,1,0
72000649,blaziken,1,9,1,3
72000650,altaria,1,13,2,3
72000650,blaziken,1,7,0,1
72000651,altaria,0,8,3,2
72000651,blaziken,1,9,1,5
72000652,altaria,1,8,0,4
72000652,blaziken,0,7,3,1
72000653,altaria,0,8,3,1
72000653,blaziken,0,10,4,2
72000654,altaria,0,9,3,1
72000654,blaziken,1,10,1,4
72000655,altaria,0,8,3,0
72000655,blaziken,0,10,5,1
72000656,altaria,0,6,3,0
72000656,blaziken,1,5,0,1
72000657,altaria,0,10,4,2
72000657,blaziken,1,11,2,3
72000658,altaria,1,12,2,3
72000658,blaziken,0,10,5,2
72000659,altaria,0,9,3,1
72000659,blaziken,0,9,3,2
72000660,altaria,1,11,1,3
72000660,blaziken,0,10,3,2
72000661,altaria,1,10,0,3
72000661,blaziken,1,7,1,2
72000662,altaria,1,9,2,4
72000662,blaziken,0,12,5,1
72000663,altaria,0,9,3,1
72000663,blaziken,1,13,2,5
72000664,altaria,0,11,3,0
72000664,blaziken,0,11,3,2
72000665,altaria,0,9,3,1
72000665,blaziken,1,5,1,1
72000666,altaria,1,8,1,3
72000666,blaziken,0,9,3,1
72000667,altaria,0,13,3,2
72000667,blaziken,1,12,0,3
72000668,altaria,1,9,2,4
72000668,blaziken,1,10,1,3
72000669,altaria,0,9,3,2
72000669,blaziken,0,7,3,0
72000670,altaria,1,10,1,3
72000670,blaziken,1,10,1,3
72000671,altaria,0,12,4,1
72000671,blaziken,0,8,3,1
72000672,altaria,0,9,3,2
72000672,blaziken,0,10,3,1
72000673,altaria,1,8,2,3
72000673,blaziken,1,6,0,3
72000674,altaria,1,11,1,3
72000674,blaziken,0,12,3,1
72000675,altaria,0,10,4,1
72000675,blaziken,1,6,0,3
72000676,altaria,1,8,0,3
72000676,blaziken,0,9,2,1
72000677,altaria,0,11,5,1
72000677,blaziken,1,10,1,3
72000678,altaria,0,6,2,1
72000678,blaziken,1,7,1,3
72000679,altaria,1,11,1,3
72000679,blaziken,0,8,3,2
72000680,altaria,1,11,1,4
72000680,blaziken,0,9,3,1
72000681,altaria,1,9,2,3
72000681,blaziken,1,9,1,3
72000682,altaria,1,9,0,3
72000682,blaziken,1,11,2,3
72000683,altaria,0,10,3,2
72000683,blaziken,0,8,3,0
72000684,altaria,0,13,4,2
72000684,blaziken,1,8,0,3
72000685,altaria,0,11,4,2
72000685,blaziken,1,8,2,3
72000686,altaria,0,10,3,1
72000686,blaziken,1,14,1,5
72000687,altaria,0,8,3,1
72000687,blaziken,1,11,2,3
72000688,altaria,0,6,3,0
72000688,blaziken,0,9,3,2
72000689,altaria,0,13,4,2
72000689,blaziken,1,12,2,4
72000690,altaria,0,9,3,1
72000690,blaziken,1,3,0,1
72000691,altaria,0,9,3,2
72000691,blaziken,1,13,1,3
72000692,altaria,0,11,3,1
72000692,blaziken,0,7,3,0
72000693,altaria,0,14,5,2
72000693,blaziken,1,7,1,2
72000694,altaria,0,10,3,2
72000694,blaziken,0,13,3,2
72000695,altaria,1,11,0,3
72000695,blaziken,0,7,4,1
72000696,altaria,1,12,2,3
72000696,blaziken,1,6,0,3
72000697,altaria,0,7,3,1
72000697,blaziken,1,9,1,3
72000698,altaria,1,11,2,4
72000698,blaziken,1,13,2,4
72000699,altaria,1,9,1,4
72000699,blaziken,1,8,0,3
72000700,altaria,0,13,3,1
72000700,blaziken,1,14,2,3
72000701,altaria,1,11,1,3
72000701,blaziken,1,11,1,3
72000702,altaria,0,8,4,0
72000702,blaziken,1,13,2,5
72000703,altaria,1,9,1,4
72000703,blaziken,1,10,1,3
72000704,altaria,0,14,5,1
72000704,blaziken,0,12,3,1
72000705,altaria,1,9,1,3
72000705,blaziken,1,5,1,1
72000706,altaria,0,10,3,1
72000706,blaziken,1,6,0,2
72000707,altaria,0,12,5,1
72000707,blaziken,1,4,1,2
72000708,altaria,1,8,0,3
72000708,blaziken,1,12,1,5
72000709,altaria,0,5,1,1
72000709,blaziken,1,12,2,3
72000710,altaria,0,7,3,1
72000710,blaziken,1,8,0,3
72000711,altaria,0,12,3,2
72000711,blaziken,0,9,3,2
72000712,altaria,1,10,1,4
72000712,blaziken,1,4,0,1
72000713,altaria,1,11,1,3
72000713,blaziken,1,10,2,2
72000714,altaria,0,6,2,1
72000714,blaziken,0,12,3,2
72000715,altaria,1,10,1,4
72000715,blaziken,0,11,3,1
72000716,altaria,1,8,0,3
72000716,blaziken,1,8,0,3
72000717,altaria,0,12,4,2
72000717,blaziken,1,7,0,2
72000718,altaria,0,9,3,1
72000718,blaziken,0,19,5,1
72000719,altaria,0,13,3,1
72000719,blaziken,0,11,3,0
72000720,altaria,0,10,3,1
72000720,blaziken,0,10,5,1
72000721,altaria,0,6,2,0
72000721,blaziken,1,9,0,2
72000722,altaria,1,12,1,5
72000722,blaziken,0,9,3,2
72000723,altaria,1,13,1,3
72000723,blaziken,0,7,3,1
72000724,altaria,1,10,0,4
72000724,blaziken,1,10,1,3
72000725,altaria,0,11,5,2
72000725,blaziken,0,9,3,2
72000726,altaria,0,13,3,2
72000726,blaziken,0,9,3,2
72000727,altaria,0,12,5,2
72000727,blaziken,1,9,2,4
72000728,altaria,1,9,1,3
72000728,blaziken,1,13,2,3
72000729,altaria,0,11,3,2
72000729,blaziken,0,9,4,1
72000730,altaria,0,12,4,2
72000730,blaziken,1,2,0,1
72000731,altaria,1,14,2,5
72000731,blaziken,0,13,4,2
72000732,altaria,1,15,2,3
72000732,blaziken,1,7,0,3
72000733,altaria,0,4,1,0
72000733,blaziken,1,11,2,3
72000734,altaria,1,10,1,3
72000734,blaziken,1,15,2,4
72000735,altaria,1,9,1,3
72000735,blaziken,0,8,3,1
72000736,altaria,1,14,2,3
72000736,blaziken,0,13,3,1
72000737,altaria,1,11,2,5
72000737,blaziken,1,10,1,3
72000738,altaria,1,11,2,3
72000738,blaziken,0,12,4,2
72000739,altaria,1,15,2,4
72000739,blaziken,0,12,3,0
72000740,altaria,0,10,2,1
72000740,blaziken,0,8,3,1
72000741,altaria,0,6,3,0
72000741,blaziken,0,10,5,1
72000742,altaria,0,10,5,1
72000742,blaziken,0,11,3,2
72000743,altaria,1,10,1,3
72000743,blaziken,1,9,1,3
72000744,altaria,0,10,5,1
72000744,blaziken,0,8,4,1
72000745,altaria,1,9,1,4
72000745,blaziken,0,9,3,1
72000746,altaria,0,9,3,1
72000746,blaziken,0,9,3,0
72000747,altaria,1,9,1,3
72000747,blaziken,1,8,0,3
72000748,altaria,0,4,2,0
72000748,blaziken,1,11,2,5
72000749,altaria,1,10,2,5
72000749,blaziken,1,8,1,3
72000750,altaria,0,7,2,1
72000750,blaziken,1,12,1,5
72000751,altaria,1,8,1,4
72000751,blaziken,1,5,0,1
72000752,altaria,0,11,4,2
72000752,blaziken,0,9,3,1
72000753,altaria,1,10,1,4
72000753,blaziken,1,8,1,3
72000754,altaria,0,8,4,1
72000754,blaziken,0,16,5,2
72000755,altaria,0,10,3,1
72000755,blaziken,1,13,1,3
72000756,altaria,0,11,3,2
72000756,blaziken,0,13,5,0
72000757,altaria,0,3,1,0
72000757,blaziken,0,11,3,1
72000758,altaria,1,14,1,3
72000758,blaziken,0,11,4,2
72000759,altaria,0,11,3,1
72000759,blaziken,1,10,0,3
72000760,altaria,1,6,1,3
72000760,blaziken,1,14,2,5
72000761,altaria,0,14,3,2
72000761,blaziken,0,8,3,0
72000762,altaria,1,12,1,3
72000762,blaziken,1,8,1,3
72000763,altaria,1,15,2,3
72000763,blaziken,0,6,3,0
72000764,altaria,0,11,4,2
72000764,blaziken,1,8,0,3
72000765,altaria,0,13,5,2
72000765,blaziken,0,8,3,1
72000766,altaria,0,6,3,0
72000766,blaziken,1,9,1,3
72000767,altaria,0,8,3,1
72000767,blaziken,1,13,1,3
72000768,altaria,1,7,0,3
72000768,blaziken,0,8,3,0
72000769,altaria,0,12,5,1
72000769,blaziken,1,9,1,3
72000770,altaria,1,11,0,3
72000770,blaziken,1,9,2,3
72000771,altaria,1,10,0,3
72000771,blaziken,0,8,3,0
72000772,altaria,1,12,1,3
72000772,blaziken,0,10,3,1
72000773,altaria,0,9,2,1
72000773,blaziken,1,10,1,3
72000774,altaria,0,7,2,0
72000774,blaziken,1,8,0,4
72000775,altaria,1,12,2,3
72000775,blaziken,0,10,3,2
72000776,altaria,0,13,3,2
72000776,blaziken,1,8,1,3
72000777,altaria,1,9,1,3
72000777,blaziken,1,13,1,3
72000778,altaria,0,11,4,1
72000778,blaziken,0,11,3,2
72000779,altaria,1,9,2,4
72000779,blaziken,1,6,0,3
72000780,altaria,1,9,1,5
72000780,blaziken,1,15,2,5
72000781,altaria,1,10,1,5
72000781,blaziken,0,9,3,0
72000782,altaria,1,16,2,3
72000782,blaziken,0,13,3,1
72000783,altaria,1,9,1,4
72000783,blaziken,1,5,1,2
72000784,altaria,0,12,4,1
72000784,blaziken,1,9,1,3
72000785,altaria,0,16,5,2
72000785,blaziken,1,12,1,5
72000786,altaria,1,16,1,5
72000786,blaziken,0,10,5,0
72000787,altaria,0,14,4,2
72000787,blaziken,1,9,2,3
72000788,altaria,0,12,3,2
72000788,blaziken,0,10,5,0
72000789,altaria,1,7,1,3
72000789,blaziken,1,9,2,3
72000790,altaria,0,9,4,1
72000790,blaziken,0,10,3,1
72000791,altaria,1,8,0,3
72000791,blaziken,1,6,0,2
72000792,altaria,1,14,2,3
72000792,blaziken,1,14,2,3
72000793,altaria,1,13,1,3
72000793,blaziken,1,13,2,4
72000794,altaria,0,8,3,1
72000794,blaziken,1,9,1,3
72000795,altaria,0,4,1,1
72000795,blaziken,1,9,1,3
72000796,altaria,1,8,0,3
72000796,blaziken,1,8,1,4
72000797,altaria,0,9,3,1
72000797,blaziken,0,9,3,2
72000798,altaria,0,6,3,0
72000798,blaziken,1,6,1,2
72000799,altaria,1,5,0,1
72000799,blaziken,1,12,2,3
72000800,altaria,1,13,0,3
72000800,blaziken,1,10,1,4
72000801,altaria,0,10,3,1
72000801,blaziken,1,3,1,1
72000802,altaria,1,15,2,5
72000802,blaziken,0,12,3,1
72000803,altaria,1,8,2,3
72000803,blaziken,1,7,0,3
72000804,altaria,0,11,3,2
72000804,blaziken,1,12,1,3
72000805,altaria,0,7,4,0
72000805,blaziken,1,10,1,3
72000806,altaria,0,16,5,1
72000806,blaziken,0,10,4,2
72000807,altaria,1,8,0,3
72000807,blaziken,1,11,1,3
72000808,altaria,1,9,2,5
72000808,blaziken,0,12,3,2
72000809,altaria,0,8,2,1
72000809,blaziken,1,10,2,3
72000810,altaria,0,11,3,0
72000810,blaziken,0,13,3,2
72000811,altaria,0,12,3,2
72000811,blaziken,1,4,0,1
72000812,altaria,0,11,3,1
72000812,blaziken,1,11,2,4
72000813,altaria,1,9,1,3
72000813,blaziken,1,13,2,4
72000814,altaria,1,8,1,3
72000814,blaziken,1,16,2,5
72000815,altaria,1,8,2,3
72000815,blaziken,1,11,1,3
72000816,altaria,0,13,3,1
72000816,blaziken,1,8,1,3
72000817,altaria,1,7,1,3
72000817,blaziken,0,12,3,1
72000818,altaria,0,4,1,1
72000818,blaziken,1,9,0,3
72000819,altaria,0,12,4,0
72000819,blaziken,1,11,1,3
72000820,altaria,0,8,3,1
72000820,blaziken,0,8,4,0
72000821,altaria,1,13,1,3
72000821,blaziken,1,15,2,4
72000822,altaria,1,11,2,5
72000822,blaziken,1,3,0,1
72000823,altaria,0,7,3,1
72000823,blaziken,1,3,0,1
72000824,altaria,0,8,4,1
72000824,blaziken,1,9,2,4
72000825,altaria,1,8,0,3
72000825,blaziken,0,14,5,2
72000826,altaria,1,9,2,3
72000826,blaziken,1,11,1,3
72000827,altaria,0,8,3,1
72000827,blaziken,0,12,4,1
72000828,altaria,0,12,5,1
72000828,blaziken,1,9,1,4
72000829,altaria,0,10,4,2
72000829,blaziken,0,12,5,2
72000830,altaria,0,12,3,1
72000830,blaziken,0,10,3,1
72000831,altaria,0,9,3,1
72000831,blaziken,1,6,0,3
72000832,altaria,0,9,3,2
72000832,blaziken,1,9,1,3
72000833,altaria,1,9,0,3
72000833,blaziken,1,5,0,1
72000834,altaria,0,5,2,0
72000834,blaziken,0,9,3,1
72000835,altaria,0,7,3,1
72000835,blaziken,0,9,3,1
72000836,altaria,0,11,3,2
72000836,blaziken,1,8,1,3
72000837,altaria,1,11,1,3
