archetype,in_sept10_top30,rank_sept10,sept10_players,rank_window,window_dev_matches,dustin,dustin_level,dustin_reason,n_entries,n_lists_with_decklist,n_events_with_decklist,card,card_ids,card_kind,switch1_relevant,n_lists_carrying,n_copies_total,n_lists_same_name_other_printing,same_name_other_printing_ids
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Jasmine,A4 160 / A4 200,trainer_turn_effect,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Cheren,B3 151 / B3 192,trainer_turn_effect,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Blue,A1a 067 / A1a 081,trainer_turn_effect,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Beast Wall,A3a 063,trainer_turn_effect,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Adaman,A2a 075 / A2a 090,trainer_turn_effect,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Heavy Helmet,B1 219,tool_reduction,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Steel Apron,A4 153,tool_reduction,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Metal Core Barrier,B2 148 / B2b 117,tool_reduction,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Mr. Mime,A1 126,attack_self_reduction,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Drifloon,A2 073 / A2 165,attack_self_reduction,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Bronzong,A2 117,attack_self_reduction,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Probopass ex,A2a 057 / A2a 085 / A2a 094 / A4b 253,attack_self_reduction,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Cloyster,A3 043 / B1a 093,attack_self_reduction,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Stakataka,A3a 053 / P-A 080,attack_self_reduction,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Skarmory ex,A4 124 / A4 194 / A4 209 / A4b 252,attack_self_reduction,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Avalugg,B1 075,attack_self_reduction,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Swirlix,B1 117,attack_self_reduction,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Ferrothorn (A3a 052 Steel Spikes),A3a 052,other,False,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Ferrothorn (B1 167 Guard Press),B1 167,attack_self_reduction,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Porygon,B1a 056 / B3 222,attack_self_reduction,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Shuckle,B2 003,attack_self_reduction,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Wigglytuff,B3b 052,attack_self_reduction,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Frigibax,P-B 037,attack_self_reduction,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Golem,A1a 045 / B1 309,attack_self_reduction,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Pupitar,A4 104,attack_self_reduction,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Carbink,B1 119,attack_self_reduction,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Registeel,B3 116,attack_self_reduction,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Archaludon,B4a 056,attack_self_reduction,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Cosmoem,A3 086 / A4b 182 / A4b 183,attack_self_reduction,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Corviknight,B1 175 / B1 246,attack_self_reduction,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Gouging Fire,B3a 054,attack_self_reduction,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Mega Steelix ex,B1a 052 / B1a 080 / B1a 086 / B3 232,attack_self_reduction,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Aegislash,B2 120,attack_self_reduction,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Cornerstone Mask Ogerpon,B2 093,attack_self_reduction,True,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Protective Poncho,B2 147 / B2 234,other,False,211,211,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Rocky Helmet,A2 148 / A4b 322 / A4b 323,other,False,18,20,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Turtonator,B1 047,other,False,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Togedemaru,A3b 048 / P-A 090,other,False,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Alolan Sandslash,A3 039,other,False,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Mega Sableye ex,B3b 041 / B3b 081 / B3b 088,other,False,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Chesnaught,B2 010,other,False,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Poliwrath,A1 061 / B1 297,other,False,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Druddigon,A1a 056,other,False,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Pawmot,A2b 028 / P-A 054,other,False,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Zangoose,A4a 065,other,False,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,Iron Jugulis,B3a 046,other,False,0,0,0,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,ANY (at least one card of the set),,,,222,,,
Mega Lucario ex Lucario,True,1,485,1,2044,False,none,"no Pokemon in the archetype name (Mega Lucario ex, Lucario) appears in any decks/dustin or decks/brews file or B2e archetype",398,398,58,ANY switch-1 card (groups 1-3),,,,0,,,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Jasmine,A4 160 / A4 200,trainer_turn_effect,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Cheren,B3 151 / B3 192,trainer_turn_effect,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Blue,A1a 067 / A1a 081,trainer_turn_effect,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Beast Wall,A3a 063,trainer_turn_effect,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Adaman,A2a 075 / A2a 090,trainer_turn_effect,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Heavy Helmet,B1 219,tool_reduction,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Steel Apron,A4 153,tool_reduction,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Metal Core Barrier,B2 148 / B2b 117,tool_reduction,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Mr. Mime,A1 126,attack_self_reduction,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Drifloon,A2 073 / A2 165,attack_self_reduction,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Bronzong,A2 117,attack_self_reduction,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Probopass ex,A2a 057 / A2a 085 / A2a 094 / A4b 253,attack_self_reduction,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Cloyster,A3 043 / B1a 093,attack_self_reduction,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Stakataka,A3a 053 / P-A 080,attack_self_reduction,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Skarmory ex,A4 124 / A4 194 / A4 209 / A4b 252,attack_self_reduction,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Avalugg,B1 075,attack_self_reduction,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Swirlix,B1 117,attack_self_reduction,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Ferrothorn (A3a 052 Steel Spikes),A3a 052,other,False,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Ferrothorn (B1 167 Guard Press),B1 167,attack_self_reduction,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Porygon,B1a 056 / B3 222,attack_self_reduction,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Shuckle,B2 003,attack_self_reduction,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Wigglytuff,B3b 052,attack_self_reduction,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Frigibax,P-B 037,attack_self_reduction,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Golem,A1a 045 / B1 309,attack_self_reduction,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Pupitar,A4 104,attack_self_reduction,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Carbink,B1 119,attack_self_reduction,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Registeel,B3 116,attack_self_reduction,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Archaludon,B4a 056,attack_self_reduction,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Cosmoem,A3 086 / A4b 182 / A4b 183,attack_self_reduction,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Corviknight,B1 175 / B1 246,attack_self_reduction,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Gouging Fire,B3a 054,attack_self_reduction,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Mega Steelix ex,B1a 052 / B1a 080 / B1a 086 / B3 232,attack_self_reduction,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Aegislash,B2 120,attack_self_reduction,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Cornerstone Mask Ogerpon,B2 093,attack_self_reduction,True,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Protective Poncho,B2 147 / B2 234,other,False,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Rocky Helmet,A2 148 / A4b 322 / A4b 323,other,False,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Turtonator,B1 047,other,False,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Togedemaru,A3b 048 / P-A 090,other,False,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Alolan Sandslash,A3 039,other,False,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Mega Sableye ex,B3b 041 / B3b 081 / B3b 088,other,False,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Chesnaught,B2 010,other,False,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Poliwrath,A1 061 / B1 297,other,False,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Druddigon,A1a 056,other,False,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Pawmot,A2b 028 / P-A 054,other,False,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Zangoose,A4a 065,other,False,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,Iron Jugulis,B3a 046,other,False,0,0,0,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,ANY (at least one card of the set),,,,0,,,
Mega Altaria ex Espeon,True,2,289,2,1879,False,none,"no Pokemon in the archetype name (Mega Altaria ex, Espeon) appears in any decks/dustin or decks/brews file or B2e archetype",336,336,52,ANY switch-1 card (groups 1-3),,,,0,,,
Butterfree Mega Sceptile ex,True,3,280,3,1320,False,none,"no Pokemon in the archetype name (Butterfree, Mega Sceptile ex) appears in any decks/dustin or decks/brews file or B2e archetype",244,244,50,Jasmine,A4 160 / A4 200,trainer_turn_effect,True,0,0,0,
Butterfree Mega Sceptile ex,True,3,280,3,1320,False,none,"no Pokemon in the archetype name (Butterfree, Mega Sceptile ex) appears in any decks/dustin or decks/brews file or B2e archetype",244,244,50,Cheren,B3 151 / B3 192,trainer_turn_effect,True,0,0,0,
Butterfree Mega Sceptile ex,True,3,280,3,1320,False,none,"no Pokemon in the archetype name (Butterfree, Mega Sceptile ex) appears in any decks/dustin or decks/brews file or B2e archetype",244,244,50,Blue,A1a 067 / A1a 081,trainer_turn_effect,True,0,0,0,
Butterfree Mega Sceptile ex,True,3,280,3,1320,False,none,"no Pokemon in the archetype name (Butterfree, Mega Sceptile ex) appears in any decks/dustin or decks/brews file or B2e archetype",244,244,50,Beast Wall,A3a 063,trainer_turn_effect,True,0,0,0,
Butterfree Mega Sceptile ex,True,3,280,3,1320,False,none,"no Pokemon in the archetype name (Butterfree, Mega Sceptile ex) appears in any decks/dustin or decks/brews file or B2e archetype",244,244,50,Adaman,A2a 075 / A2a 090,trainer_turn_effect,True,0,0,0,
Butterfree Mega Sceptile ex,True,3,280,3,1320,False,none,"no Pokemon in the archetype name (Butterfree, Mega Sceptile ex) appears in any decks/dustin or decks/brews file or B2e archetype",244,244,50,Heavy Helmet,B1 219,tool_reduction,True,0,0,0,
Butterfree Mega Sceptile ex,True,3,280,3,1320,False,none,"no Pokemon in the archetype name (Butterfree, Mega Sceptile ex) appears in any decks/dustin or decks/brews file or B2e archetype",244,244,50,Steel Apron,A4 153,tool_reduction,True,0,0,0,
Butterfree Mega Sceptile ex,True,3,280,3,1320,False,none,"no Pokemon in the archetype name (Butterfree, Mega Sceptile ex) appears in any decks/dustin or decks/brews file or B2e archetype",244,244,50,Metal Core Barrier,B2 148 / B2b 117,tool_reduction,True,0,0,0,
Butterfree Mega Sceptile ex,True,3,280,3,1320,False,none,"no Pokemon in the archetype name (Butterfree, Mega Sceptile ex) appears in any decks/dustin or decks/brews file or B2e archetype",244,244,50,Mr. Mime,A1 126,attack_self_reduction,True,0,0,0,
Butterfree Mega Sceptile ex,True,3,280,3,1320,False,none,"no Pokemon in the archetype name (Butterfree, Mega Sceptile ex) appears in any decks/dustin or decks/brews file or B2e archetype",244,244,50,Drifloon,A2 073 / A2 165,attack_self_reduction,True,0,0,0,
Butterfree Mega Sceptile ex,True,3,280,3,1320,False,none,"no Pokemon in the archetype name (Butterfree, Mega Sceptile ex) appears in any decks/dustin or decks/brews file or B2e archetype",244,244,50,Bronzong,A2 117,attack_self_reduction,True,0,0,0,
Butterfree Mega Sceptile ex,True,3,280,3,1320,False,none,"no Pokemon in the archetype name (Butterfree, Mega Sceptile ex) appears in any decks/dustin or decks/brews file or B2e archetype",244,244,50,Probopass ex,A2a 057 / A2a 085 / A2a 094 / A4b 253,attack_self_reduction,True,0,0,0,
Butterfree Mega Sceptile ex,True,3,280,3,1320,False,none,"no Pokemon in the archetype name (Butterfree, Mega Sceptile ex) appears in any decks/dustin or decks/brews file or B2e archetype",244,244,50,Cloyster,A3 043 / B1a 093,attack_self_reduction,True,0,0,0,
Butterfree Mega Sceptile ex,True,3,280,3,1320,False,none,"no Pokemon in the archetype name (Butterfree, Mega Sceptile ex) appears in any decks/dustin or decks/brews file or B2e archetype",244,244,50,Stakataka,A3a 053 / P-A 080,attack_self_reduction,True,0,0,0,
Butterfree Mega Sceptile ex,True,3,280,3,1320,False,none,"no Pokemon in the archetype name (Butterfree, Mega Sceptile ex) appears in any decks/dustin or decks/brews file or B2e archetype",244,244,50,Skarmory ex,A4 124 / A4 194 / A4 209 / A4b 252,attack_self_reduction,True,0,0,0,
Butterfree Mega Sceptile ex,True,3,280,3,1320,False,none,"no Pokemon in the archetype name (Butterfree, Mega Sceptile ex) appears in any decks/dustin or decks/brews file or B2e archetype",244,244,50,Avalugg,B1 075,attack_self_reduction,True,0,0,0,
