archetype,in_sept10_top30,rank_sept10,sept10_players,rank_window,window_dev_matches,dustin,dustin_level,dustin_reason,n_entries,n_lists_with_decklist,n_events_with_decklist,card,card_ids,card_kind,switch1_relevant,n_lists_carrying,n_copies_total,n_lists_same_name_other_printing,same_name_other_printing_ids
Milotic ex Eevee ex,True,18,71,20,285,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Eevee in decks/dustin/15-jolteon-oricorio-raticate.txt,51,51,28,Chesnaught,B2 010,other,False,0,0,0,
Milotic ex Eevee ex,True,18,71,20,285,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Eevee in decks/dustin/15-jolteon-oricorio-raticate.txt,51,51,28,Poliwrath,A1 061 / B1 297,other,False,0,0,0,
Milotic ex Eevee ex,True,18,71,20,285,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Eevee in decks/dustin/15-jolteon-oricorio-raticate.txt,51,51,28,Druddigon,A1a 056,other,False,0,0,0,
Milotic ex Eevee ex,True,18,71,20,285,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Eevee in decks/dustin/15-jolteon-oricorio-raticate.txt,51,51,28,Pawmot,A2b 028 / P-A 054,other,False,0,0,0,
Milotic ex Eevee ex,True,18,71,20,285,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Eevee in decks/dustin/15-jolteon-oricorio-raticate.txt,51,51,28,Zangoose,A4a 065,other,False,0,0,0,
Milotic ex Eevee ex,True,18,71,20,285,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Eevee in decks/dustin/15-jolteon-oricorio-raticate.txt,51,51,28,Iron Jugulis,B3a 046,other,False,0,0,0,
Milotic ex Eevee ex,True,18,71,20,285,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Eevee in decks/dustin/15-jolteon-oricorio-raticate.txt,51,51,28,ANY (at least one card of the set),,,,0,,,
Milotic ex Eevee ex,True,18,71,20,285,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Eevee in decks/dustin/15-jolteon-oricorio-raticate.txt,51,51,28,ANY switch-1 card (groups 1-3),,,,0,,,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Jasmine,A4 160 / A4 200,trainer_turn_effect,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Cheren,B3 151 / B3 192,trainer_turn_effect,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Blue,A1a 067 / A1a 081,trainer_turn_effect,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Beast Wall,A3a 063,trainer_turn_effect,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Adaman,A2a 075 / A2a 090,trainer_turn_effect,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Heavy Helmet,B1 219,tool_reduction,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Steel Apron,A4 153,tool_reduction,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Metal Core Barrier,B2 148 / B2b 117,tool_reduction,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Mr. Mime,A1 126,attack_self_reduction,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Drifloon,A2 073 / A2 165,attack_self_reduction,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Bronzong,A2 117,attack_self_reduction,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Probopass ex,A2a 057 / A2a 085 / A2a 094 / A4b 253,attack_self_reduction,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Cloyster,A3 043 / B1a 093,attack_self_reduction,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Stakataka,A3a 053 / P-A 080,attack_self_reduction,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Skarmory ex,A4 124 / A4 194 / A4 209 / A4b 252,attack_self_reduction,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Avalugg,B1 075,attack_self_reduction,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Swirlix,B1 117,attack_self_reduction,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Ferrothorn (A3a 052 Steel Spikes),A3a 052,other,False,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Ferrothorn (B1 167 Guard Press),B1 167,attack_self_reduction,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Porygon,B1a 056 / B3 222,attack_self_reduction,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Shuckle,B2 003,attack_self_reduction,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Wigglytuff,B3b 052,attack_self_reduction,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Frigibax,P-B 037,attack_self_reduction,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Golem,A1a 045 / B1 309,attack_self_reduction,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Pupitar,A4 104,attack_self_reduction,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Carbink,B1 119,attack_self_reduction,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Registeel,B3 116,attack_self_reduction,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Archaludon,B4a 056,attack_self_reduction,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Cosmoem,A3 086 / A4b 182 / A4b 183,attack_self_reduction,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Corviknight,B1 175 / B1 246,attack_self_reduction,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Gouging Fire,B3a 054,attack_self_reduction,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Mega Steelix ex,B1a 052 / B1a 080 / B1a 086 / B3 232,attack_self_reduction,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Aegislash,B2 120,attack_self_reduction,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Cornerstone Mask Ogerpon,B2 093,attack_self_reduction,True,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Protective Poncho,B2 147 / B2 234,other,False,1,1,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Rocky Helmet,A2 148 / A4b 322 / A4b 323,other,False,1,2,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Turtonator,B1 047,other,False,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Togedemaru,A3b 048 / P-A 090,other,False,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Alolan Sandslash,A3 039,other,False,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Mega Sableye ex,B3b 041 / B3b 081 / B3b 088,other,False,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Chesnaught,B2 010,other,False,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Poliwrath,A1 061 / B1 297,other,False,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Druddigon,A1a 056,other,False,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Pawmot,A2b 028 / P-A 054,other,False,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Zangoose,A4a 065,other,False,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,Iron Jugulis,B3a 046,other,False,0,0,0,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,ANY (at least one card of the set),,,,2,,,
Mega Altaria ex,True,19,71,21,260,False,none,no Pokemon in the archetype name (Mega Altaria ex) appears in any decks/dustin or decks/brews file or B2e archetype,44,44,28,ANY switch-1 card (groups 1-3),,,,0,,,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Jasmine,A4 160 / A4 200,trainer_turn_effect,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Cheren,B3 151 / B3 192,trainer_turn_effect,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Blue,A1a 067 / A1a 081,trainer_turn_effect,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Beast Wall,A3a 063,trainer_turn_effect,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Adaman,A2a 075 / A2a 090,trainer_turn_effect,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Heavy Helmet,B1 219,tool_reduction,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Steel Apron,A4 153,tool_reduction,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Metal Core Barrier,B2 148 / B2b 117,tool_reduction,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Mr. Mime,A1 126,attack_self_reduction,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Drifloon,A2 073 / A2 165,attack_self_reduction,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Bronzong,A2 117,attack_self_reduction,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Probopass ex,A2a 057 / A2a 085 / A2a 094 / A4b 253,attack_self_reduction,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Cloyster,A3 043 / B1a 093,attack_self_reduction,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Stakataka,A3a 053 / P-A 080,attack_self_reduction,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Skarmory ex,A4 124 / A4 194 / A4 209 / A4b 252,attack_self_reduction,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Avalugg,B1 075,attack_self_reduction,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Swirlix,B1 117,attack_self_reduction,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Ferrothorn (A3a 052 Steel Spikes),A3a 052,other,False,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Ferrothorn (B1 167 Guard Press),B1 167,attack_self_reduction,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Porygon,B1a 056 / B3 222,attack_self_reduction,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Shuckle,B2 003,attack_self_reduction,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Wigglytuff,B3b 052,attack_self_reduction,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Frigibax,P-B 037,attack_self_reduction,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Golem,A1a 045 / B1 309,attack_self_reduction,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Pupitar,A4 104,attack_self_reduction,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Carbink,B1 119,attack_self_reduction,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Registeel,B3 116,attack_self_reduction,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Archaludon,B4a 056,attack_self_reduction,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Cosmoem,A3 086 / A4b 182 / A4b 183,attack_self_reduction,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Corviknight,B1 175 / B1 246,attack_self_reduction,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Gouging Fire,B3a 054,attack_self_reduction,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Mega Steelix ex,B1a 052 / B1a 080 / B1a 086 / B3 232,attack_self_reduction,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Aegislash,B2 120,attack_self_reduction,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Cornerstone Mask Ogerpon,B2 093,attack_self_reduction,True,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Protective Poncho,B2 147 / B2 234,other,False,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Rocky Helmet,A2 148 / A4b 322 / A4b 323,other,False,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Turtonator,B1 047,other,False,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Togedemaru,A3b 048 / P-A 090,other,False,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Alolan Sandslash,A3 039,other,False,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Mega Sableye ex,B3b 041 / B3b 081 / B3b 088,other,False,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Chesnaught,B2 010,other,False,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Poliwrath,A1 061 / B1 297,other,False,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Druddigon,A1a 056,other,False,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Pawmot,A2b 028 / P-A 054,other,False,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Zangoose,A4a 065,other,False,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,Iron Jugulis,B3a 046,other,False,0,0,0,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,ANY (at least one card of the set),,,,0,,,
Mega Blaziken ex Greninja,True,20,66,17,358,True,shares_pokemon,conservative: shares a Pokemon with a Dustin file or a B2e archetype: Mega Blaziken ex in decks/dustin/06-mega-blaziken-tournament-list.txt (named in the file name),63,63,33,ANY switch-1 card (groups 1-3),,,,0,,,
Garchomp,True,21,60,29,162,True,b2e,one of the six B2e archetypes the task names as certainly Dustin's,36,36,19,Jasmine,A4 160 / A4 200,trainer_turn_effect,True,0,0,0,
Garchomp,True,21,60,29,162,True,b2e,one of the six B2e archetypes the task names as certainly Dustin's,36,36,19,Cheren,B3 151 / B3 192,trainer_turn_effect,True,0,0,0,
Garchomp,True,21,60,29,162,True,b2e,one of the six B2e archetypes the task names as certainly Dustin's,36,36,19,Blue,A1a 067 / A1a 081,trainer_turn_effect,True,0,0,0,
Garchomp,True,21,60,29,162,True,b2e,one of the six B2e archetypes the task names as certainly Dustin's,36,36,19,Beast Wall,A3a 063,trainer_turn_effect,True,0,0,0,
Garchomp,True,21,60,29,162,True,b2e,one of the six B2e archetypes the task names as certainly Dustin's,36,36,19,Adaman,A2a 075 / A2a 090,trainer_turn_effect,True,0,0,0,
Garchomp,True,21,60,29,162,True,b2e,one of the six B2e archetypes the task names as certainly Dustin's,36,36,19,Heavy Helmet,B1 219,tool_reduction,True,0,0,0,
Garchomp,True,21,60,29,162,True,b2e,one of the six B2e archetypes the task names as certainly Dustin's,36,36,19,Steel Apron,A4 153,tool_reduction,True,0,0,0,
