archetype,rank_sept10,rank_window,dustin,player,display_name,event_id,event_name,event_size,date,placing,drop,record,deck_id,cards_carried,url
Mega Lucario ex Lucario,1,1,False,spritzol,Spritzol,6a985d35ab080c8c957f7fac,The Dark League Tournament | POP UP,77,2026-09-02,33,,3-4-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a985d35ab080c8c957f7fac/player/spritzol/decklist
Mega Lucario ex Lucario,1,1,False,luckyex888,LuckyEX888,6a8f27e57a62de813013fb20,The Breakfast Club Pop Up-$5+FA,69,2026-08-26,33,5,2-3-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8f27e57a62de813013fb20/player/luckyex888/decklist
Mega Lucario ex Lucario,1,1,False,fishdino,Fishdino,6a9b4f52ab080c8c957fa3d7,TBC Presents: Breakfast & Breakdowns🔥,97,2026-09-06,34,,4-3-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9b4f52ab080c8c957fa3d7/player/fishdino/decklist
Mega Lucario ex Lucario,1,1,False,dhforty4,dhforty4,6a985d35ab080c8c957f7fac,The Dark League Tournament | POP UP,77,2026-09-02,34,,3-4-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a985d35ab080c8c957f7fac/player/dhforty4/decklist
Mega Lucario ex Lucario,1,1,False,omarkztv,OMarkzTV,6a8f27e57a62de813013fb20,The Breakfast Club Pop Up-$5+FA,69,2026-08-26,34,5,2-3-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8f27e57a62de813013fb20/player/omarkztv/decklist
Mega Lucario ex Lucario,1,1,False,themadhimalayan,TheMadHimalayan,6a98b6dfab080c8c957f8554,Block Dragon Pop Up (RR Vespiquen),48,2026-09-03,34,,1-4-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a98b6dfab080c8c957f8554/player/themadhimalayan/decklist
Mega Lucario ex Lucario,1,1,False,rikhardt,Rikhardt,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,35,,7-2-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/rikhardt/decklist
Mega Lucario ex Lucario,1,1,False,brxlyy,Brxlyy,6a9718fd629039f77d8a790e,Plasma Daily #23| Team Rocket's Ambitions| FA Card,119,2026-09-02,35,,4-2-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9718fd629039f77d8a790e/player/brxlyy/decklist
Mega Lucario ex Lucario,1,1,False,flipand11,flipand11,6a78c5912b308b6067b4f421,Tournament Vegegras cash prize 100usd,116,2026-09-05,35,,4-3-1,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a78c5912b308b6067b4f421/player/flipand11/decklist
Mega Lucario ex Lucario,1,1,False,pikamon,Pikamon,6a96069dabb9482237504f7f,Plasma Daily #22| Team Rocket's Ambitions| FA Card,113,2026-09-01,35,,3-3-0,mega-lucario-ex-lucario-b3,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a96069dabb9482237504f7f/player/pikamon/decklist
Mega Lucario ex Lucario,1,1,False,ravenoussix,INLG | RavenousSix,6a9b4f52ab080c8c957fa3d7,TBC Presents: Breakfast & Breakdowns🔥,97,2026-09-06,35,6,3-3-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9b4f52ab080c8c957fa3d7/player/ravenoussix/decklist
Mega Lucario ex Lucario,1,1,False,nyrq,nyrq the rookie,6aa89ad438886b36383c071a,✧･❀🌸Flutter Festival Debut! -15$🌸❀･✧,80,2026-09-16,35,,3-3-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa89ad438886b36383c071a/player/nyrq/decklist
Mega Lucario ex Lucario,1,1,False,thomasxavier21,ThomasXavier21,6aa1e900a4272c53be64c5ce,THE BREAKFAST CLUB KELP CLASSIC #9 - $5,64,2026-09-10,35,,1-6-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa1e900a4272c53be64c5ce/player/thomasxavier21/decklist
Mega Lucario ex Lucario,1,1,False,rectarenanda,rectarenanda,6a8b75058302ae761e5fab7e,FAREWELL B4!|2x Hoopa ex RR Prize+More!|TH Series,81,2026-08-26,36,,3-4-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8b75058302ae761e5fab7e/player/rectarenanda/decklist
Mega Lucario ex Lucario,1,1,False,thomasxavier21,ThomasXavier21,6a94b2ffabb9482237504367,♨️Sauna X Almond POG Tournament #24|10USD + FA!,110,2026-09-02,38,,3-3-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a94b2ffabb9482237504367/player/thomasxavier21/decklist
Mega Lucario ex Lucario,1,1,False,masterbenji,Masterbenji,6a985d35ab080c8c957f7fac,The Dark League Tournament | POP UP,77,2026-09-02,38,,1-6-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a985d35ab080c8c957f7fac/player/masterbenji/decklist
Mega Lucario ex Lucario,1,1,False,brendon68,𝙄𝙈𝙋 | Brendon .,6a989e74a4272c53be6453c4,🔥 TBC × HYPE PACKS: AFTERMADS #1 — $150 🔥,134,2026-09-13,39,5,3-2-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a989e74a4272c53be6453c4/player/brendon68/decklist
Mega Lucario ex Lucario,1,1,False,liamkrew,Liamkrew,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,41,,6-2-1,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/liamkrew/decklist
Mega Lucario ex Lucario,1,1,False,avelino_off,AVELINO_OFF,6a989e74a4272c53be6453c4,🔥 TBC × HYPE PACKS: AFTERMADS #1 — $150 🔥,134,2026-09-13,41,,3-4-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a989e74a4272c53be6453c4/player/avelino_off/decklist
Mega Lucario ex Lucario,1,1,False,banzai,𝗠𝗲𝗴𝗮 Banzai 𝗘𝗫,6a918b3d629039f77d8a40ca,Pop Up Series 8 || 3 FA OAKS + DX SHINIES,66,2026-08-29,42,3,1-2-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a918b3d629039f77d8a40ca/player/banzai/decklist
Mega Lucario ex Lucario,1,1,False,dietdrkelp,𝗠𝗢𝗡⭐| Suede,6aa89ad438886b36383c071a,✧･❀🌸Flutter Festival Debut! -15$🌸❀･✧,80,2026-09-16,43,5,2-3-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa89ad438886b36383c071a/player/dietdrkelp/decklist
Mega Lucario ex Lucario,1,1,False,pikamon,Pikamon,6a9f6899a4272c53be64a894,Umbreon99's Team Rocket's Bash: $10 USD + 🌈,172,2026-09-08,44,,4-3-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9f6899a4272c53be64a894/player/pikamon/decklist
Mega Lucario ex Lucario,1,1,False,sinorci200,𝗙𝗚𝗥 || Sinorci200,6a9829c8a4272c53be644d74,The PokeBounty Showdown $1000 Prize Pool (#1),132,2026-09-07,45,,3-3-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9829c8a4272c53be644d74/player/sinorci200/decklist
Mega Lucario ex Lucario,1,1,False,red_d_beer,FrogEX | RedD.Beer,6a9718fd629039f77d8a790e,Plasma Daily #23| Team Rocket's Ambitions| FA Card,119,2026-09-02,45,,3-3-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9718fd629039f77d8a790e/player/red_d_beer/decklist
Mega Lucario ex Lucario,1,1,False,estehlegitea,𝗠𝗲𝗴𝗮 Hasan 𝗘𝗫,6a90e8157a62de8130140dee,The Breakfast Club Xastur's Showdown-$5+OAK+,97,2026-08-28,45,6,2-4-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a90e8157a62de8130140dee/player/estehlegitea/decklist
Mega Lucario ex Lucario,1,1,False,sparadrap,Sparadrap,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,46,,6-3-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/sparadrap/decklist
Mega Lucario ex Lucario,1,1,False,yuta_06,yuta_06,6aa7cd2ff1243e65f9800e0f,TBC KELP CLASSIC 10th ANNIVERSARY- $10 + FA CYRUS,78,2026-09-15,46,,1-6-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa7cd2ff1243e65f9800e0f/player/yuta_06/decklist
Mega Lucario ex Lucario,1,1,False,flipinton,Flipinton,6a98b6dfab080c8c957f8554,Block Dragon Pop Up (RR Vespiquen),48,2026-09-03,46,,0-5-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a98b6dfab080c8c957f8554/player/flipinton/decklist
Mega Lucario ex Lucario,1,1,False,garoth,VIP Garoth,6a8b75058302ae761e5fab7e,FAREWELL B4!|2x Hoopa ex RR Prize+More!|TH Series,81,2026-08-26,48,5,2-3-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8b75058302ae761e5fab7e/player/garoth/decklist
Mega Lucario ex Lucario,1,1,False,themadhimalayan,TheMadHimalayan,6a9829c8a4272c53be644d74,The PokeBounty Showdown $1000 Prize Pool (#1),132,2026-09-07,49,,3-3-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1; Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a9829c8a4272c53be644d74/player/themadhimalayan/decklist
Mega Lucario ex Lucario,1,1,False,flipinton,Flipinton,6a99bbffa4272c53be645f44,Block Dragon Pop Up (RR Team Rockets Raticate),60,2026-09-03,50,,1-5-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a99bbffa4272c53be645f44/player/flipinton/decklist
Mega Lucario ex Lucario,1,1,False,spritzol,Spritzol,6aac7e78f127b1b52c27ba59,$40 USD+FA | 巫獅對戰塔盃 LeoWizard BattleTower Cup #12,112,2026-09-19,51,,3-3-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aac7e78f127b1b52c27ba59/player/spritzol/decklist
Mega Lucario ex Lucario,1,1,False,raizima,Raizima,6a78c5912b308b6067b4f421,Tournament Vegegras cash prize 100usd,116,2026-09-05,52,,3-4-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a78c5912b308b6067b4f421/player/raizima/decklist
Mega Lucario ex Lucario,1,1,False,haryanto,𝗠𝗲𝗴𝗮 Haryanto 𝗘𝗫,6a90c1890580a332c842170e,🚀Nuggie's POG Tourney #14 $25 Winner Takes ALL🚀,106,2026-08-30,52,,1-5-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a90c1890580a332c842170e/player/haryanto/decklist
Mega Lucario ex Lucario,1,1,False,ravenoussix,𝙄𝙉𝙇𝙂 | RavenousSix,6a7e2b83cdc0391d7fa65afb,Umbreon99's Aura Sphere #4: $15 USD + Oak,219,2026-09-11,53,,5-4-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a7e2b83cdc0391d7fa65afb/player/ravenoussix/decklist
Mega Lucario ex Lucario,1,1,False,lanora,𝗠𝗲𝗴𝗮 LaNora 𝗘𝗫,6a9829c8a4272c53be644d74,The PokeBounty Showdown $1000 Prize Pool (#1),132,2026-09-07,54,,3-3-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9829c8a4272c53be644d74/player/lanora/decklist
Mega Lucario ex Lucario,1,1,False,dyja1,Dyja1,6a9b4f52ab080c8c957fa3d7,TBC Presents: Breakfast & Breakdowns🔥,97,2026-09-06,54,6,2-4-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9b4f52ab080c8c957fa3d7/player/dyja1/decklist
Mega Lucario ex Lucario,1,1,False,omarkztv,OMarkzTV,6aa22425a4272c53be64ca36,The Breakfast Club Daily #5-$5 + FA,112,2026-09-10,56,5,2-3-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa22425a4272c53be64ca36/player/omarkztv/decklist
Mega Lucario ex Lucario,1,1,False,prototcg,ProtoTCG,6a8b75058302ae761e5fab7e,FAREWELL B4!|2x Hoopa ex RR Prize+More!|TH Series,81,2026-08-26,56,4,1-3-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1; Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a8b75058302ae761e5fab7e/player/prototcg/decklist
Mega Lucario ex Lucario,1,1,False,dietdrkelp,𝗠𝗢𝗡⭐| Suede,6aa22425a4272c53be64ca36,The Breakfast Club Daily #5-$5 + FA,112,2026-09-10,58,4,2-2-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa22425a4272c53be64ca36/player/dietdrkelp/decklist
Mega Lucario ex Lucario,1,1,False,lanora,𝗠𝗲𝗴𝗮 LaNora 𝗘𝗫,6a9b4f52ab080c8c957fa3d7,TBC Presents: Breakfast & Breakdowns🔥,97,2026-09-06,59,3,2-1-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9b4f52ab080c8c957fa3d7/player/lanora/decklist
Mega Lucario ex Lucario,1,1,False,iono_ce,Iono_Ce,6a7e2b83cdc0391d7fa65afb,Umbreon99's Aura Sphere #4: $15 USD + Oak,219,2026-09-11,60,,5-4-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a7e2b83cdc0391d7fa65afb/player/iono_ce/decklist
Mega Lucario ex Lucario,1,1,False,sky_skywolf93,SKY_SkyWolf93,6aa0471eab080c8c957fe27d,The PokeBounty Showdown $1000 Prize Pool (#2NA),142,2026-09-14,61,,3-3-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa0471eab080c8c957fe27d/player/sky_skywolf93/decklist
Mega Lucario ex Lucario,1,1,False,oscarparra,Hisoka .,6a7e2b83cdc0391d7fa65afb,Umbreon99's Aura Sphere #4: $15 USD + Oak,219,2026-09-11,64,,5-4-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a7e2b83cdc0391d7fa65afb/player/oscarparra/decklist
Mega Lucario ex Lucario,1,1,False,yuta_06,yuta_06,6aaac3d9f1243e65f9802bad,🥊 20$ BEC'S KING OF THE HILL - ANY FA PRIZE!,95,2026-09-18,65,,0-1-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aaac3d9f1243e65f9802bad/player/yuta_06/decklist
Mega Lucario ex Lucario,1,1,False,peaceful,peaceful,6a7e2b83cdc0391d7fa65afb,Umbreon99's Aura Sphere #4: $15 USD + Oak,219,2026-09-11,75,,4-4-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a7e2b83cdc0391d7fa65afb/player/peaceful/decklist
Mega Lucario ex Lucario,1,1,False,avelino_off,AVELINO_OFF,6aa0471eab080c8c957fe27d,The PokeBounty Showdown $1000 Prize Pool (#2NA),142,2026-09-14,76,,2-4-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa0471eab080c8c957fe27d/player/avelino_off/decklist
Mega Lucario ex Lucario,1,1,False,whiterabbit,whiteRabbit,6a9f6899a4272c53be64a894,Umbreon99's Team Rocket's Bash: $10 USD + 🌈,172,2026-09-08,78,,1-6-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9f6899a4272c53be64a894/player/whiterabbit/decklist
Mega Lucario ex Lucario,1,1,False,thomasxavier21,ThomasXavier21,6aa6410b38886b36383be710,🏰FORT TOURNAMENTS POCKET DEBUT🏰 $20 + FA CARDS,114,2026-09-14,78,4,1-3-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa6410b38886b36383be710/player/thomasxavier21/decklist
Mega Lucario ex Lucario,1,1,False,calderon,Calderon,6a90e8157a62de8130140dee,The Breakfast Club Xastur's Showdown-$5+OAK+,97,2026-08-28,79,,1-6-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1; Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a90e8157a62de8130140dee/player/calderon/decklist
Mega Lucario ex Lucario,1,1,False,ktech3224,Ktech3224,6a9f6899a4272c53be64a894,Umbreon99's Team Rocket's Bash: $10 USD + 🌈,172,2026-09-08,83,,0-7-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9f6899a4272c53be64a894/player/ktech3224/decklist
Mega Lucario ex Lucario,1,1,False,flameking3,FLAMEKING3,6aa22425a4272c53be64ca36,The Breakfast Club Daily #5-$5 + FA,112,2026-09-10,85,3,1-2-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa22425a4272c53be64ca36/player/flameking3/decklist
Mega Lucario ex Lucario,1,1,False,einstun,𝙈𝙚𝙜𝙖 Einstun 𝙀𝙭,6a9b4f52ab080c8c957fa3d7,TBC Presents: Breakfast & Breakdowns🔥,97,2026-09-06,86,3,0-3-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9b4f52ab080c8c957fa3d7/player/einstun/decklist
Mega Lucario ex Lucario,1,1,False,umbreon92,Umbreon92,6aa6eed0f1243e65f9800555,🩷random r0zey pop up #3 | $25 + FA🩷,146,2026-09-13,88,6,2-4-0,mega-lucario-ex-b3-lucario-a2,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6aa6eed0f1243e65f9800555/player/umbreon92/decklist
Mega Lucario ex Lucario,1,1,False,thomasxavier21,ThomasXavier21,6aa22425a4272c53be64ca36,The Breakfast Club Daily #5-$5 + FA,112,2026-09-10,88,5,1-4-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa22425a4272c53be64ca36/player/thomasxavier21/decklist
Mega Lucario ex Lucario,1,1,False,avelino_off,AVELINO_OFF,6aa6eed0f1243e65f9800555,🩷random r0zey pop up #3 | $25 + FA🩷,146,2026-09-13,89,6,2-4-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa6eed0f1243e65f9800555/player/avelino_off/decklist
Mega Lucario ex Lucario,1,1,False,thomasxavier21,ThomasXavier21,6a7e2b83cdc0391d7fa65afb,Umbreon99's Aura Sphere #4: $15 USD + Oak,219,2026-09-11,90,,2-6-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a7e2b83cdc0391d7fa65afb/player/thomasxavier21/decklist
Mega Lucario ex Lucario,1,1,False,dietdrkelp,𝗠𝗢𝗡⭐| Suede,6a989e74a4272c53be6453c4,🔥 TBC × HYPE PACKS: AFTERMADS #1 — $150 🔥,134,2026-09-13,94,7,1-6-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a989e74a4272c53be6453c4/player/dietdrkelp/decklist
Mega Lucario ex Lucario,1,1,False,thomasxavier21,ThomasXavier21,6aa6eed0f1243e65f9800555,🩷random r0zey pop up #3 | $25 + FA🩷,146,2026-09-13,98,3,1-2-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa6eed0f1243e65f9800555/player/thomasxavier21/decklist
Mega Lucario ex Lucario,1,1,False,xxemmabooxx,xXEmmaBooXx,6a989e74a4272c53be6453c4,🔥 TBC × HYPE PACKS: AFTERMADS #1 — $150 🔥,134,2026-09-13,99,1,1-0-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a989e74a4272c53be6453c4/player/xxemmabooxx/decklist
Mega Lucario ex Lucario,1,1,False,thelivin,thelivin,6aa22425a4272c53be64ca36,The Breakfast Club Daily #5-$5 + FA,112,2026-09-10,103,,0-7-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa22425a4272c53be64ca36/player/thelivin/decklist
Mega Lucario ex Lucario,1,1,False,iitzjonny95,iiTzJonny95,6a989e74a4272c53be6453c4,🔥 TBC × HYPE PACKS: AFTERMADS #1 — $150 🔥,134,2026-09-13,107,1,0-1-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a989e74a4272c53be6453c4/player/iitzjonny95/decklist
Mega Lucario ex Lucario,1,1,False,sawitlovers,SawitLovers,6a9dc423ab080c8c957fc250,The Breakfast Club Nightly-$20,118,2026-09-07,114,6,0-6-0,mega-lucario-ex-b3-lucario-a2,Rocky Helmet x2,https://play.limitlesstcg.com/tournament/6a9dc423ab080c8c957fc250/player/sawitlovers/decklist
Mega Lucario ex Lucario,1,1,False,ur_ciao,𝙈𝙉𝙍𝘾 | Fring B,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,115,6,3-3-0,mega-lucario-ex-b3-lucario-a2,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/ur_ciao/decklist
Mega Lucario ex Lucario,1,1,False,xxemmabooxx,xXEmmaBooXx,6aa6eed0f1243e65f9800555,🩷random r0zey pop up #3 | $25 + FA🩷,146,2026-09-13,120,3,1-2-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa6eed0f1243e65f9800555/player/xxemmabooxx/decklist
Mega Lucario ex Lucario,1,1,False,iitzjonny95,iiTzJonny95,6aa6eed0f1243e65f9800555,🩷random r0zey pop up #3 | $25 + FA🩷,146,2026-09-13,126,3,0-3-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa6eed0f1243e65f9800555/player/iitzjonny95/decklist
Mega Lucario ex Lucario,1,1,False,thomasxavier21,ThomasXavier21,6a989e74a4272c53be6453c4,🔥 TBC × HYPE PACKS: AFTERMADS #1 — $150 🔥,134,2026-09-13,126,4,0-4-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a989e74a4272c53be6453c4/player/thomasxavier21/decklist
Mega Lucario ex Lucario,1,1,False,einstun,𝙈𝙚𝙜𝙖 Einstun 𝙀𝙭,6a989e74a4272c53be6453c4,🔥 TBC × HYPE PACKS: AFTERMADS #1 — $150 🔥,134,2026-09-13,128,3,0-3-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a989e74a4272c53be6453c4/player/einstun/decklist
Mega Lucario ex Lucario,1,1,False,elyeyo,elyeyo,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,131,6,3-3-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1; Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/elyeyo/decklist
Mega Lucario ex Lucario,1,1,False,nivek,𝑿𝑻𝑹𝑬𝑴 | Nivèk,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,148,6,3-3-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/nivek/decklist
Mega Lucario ex Lucario,1,1,False,justclark,justclark,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,172,4,2-2-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/justclark/decklist
Mega Lucario ex Lucario,1,1,False,andres941cs,andres941cs,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,182,6,2-4-0,mega-lucario-ex-lucario-b3,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/andres941cs/decklist
Mega Lucario ex Lucario,1,1,False,einstun,𝙈𝙚𝙜𝙖 Einstun 𝙀𝙭,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,186,6,2-4-0,mega-lucario-ex-b3-lucario-a2,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/einstun/decklist
