archetype,deck_id,player,player_name,event_id,event_name,event_size,date,placing,record,cards_carried,carries_switch1_card,same_name_other_printing,n_cards_in_list,url
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,kayjay,KayJay,6aaad41638886b36383c1ad5,Pop Up Series 9 || FA OAK,27,2026-09-17T03:00:00.000Z,6,3-2-1,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6aaad41638886b36383c1ad5/player/kayjay/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,njjord7,FrogEX | Njord,6aa22425a4272c53be64ca36,The Breakfast Club Daily #5-$5 + FA,112,2026-09-10T20:20:00.000Z,9,6-2-1,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6aa22425a4272c53be64ca36/player/njjord7/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,preluxe,𝗠𝗮𝗴𝗺𝗮 Preluxe,6aac7e78f127b1b52c27ba59,$40 USD+FA | 巫獅對戰塔盃 LeoWizard BattleTower Cup #12,112,2026-09-19T13:00:00.000Z,9,7-1-1,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6aac7e78f127b1b52c27ba59/player/preluxe/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,megaanyaex,𝗠𝗲𝗴𝗮 Anya 𝗘𝗫,6aa6942138886b36383be9a3,DR KELP’S CHUM BUCKET POP UP - FA COPYCAT,38,2026-09-13T14:00:00.000Z,9,4-2-0,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6aa6942138886b36383be9a3/player/megaanyaex/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,isez,isez,6a7e2b83cdc0391d7fa65afb,Umbreon99's Aura Sphere #4: $15 USD + Oak,219,2026-09-11T17:45:00.000Z,10,9-2-0,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6a7e2b83cdc0391d7fa65afb/player/isez/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,boat_sensei,𝗕𝗢𝗔𝗧 | Sensei,6aa17ddeab080c8c957ff0fe,Dark League Pocket Tournament | 20$USD Prize Pool,118,2026-09-12T20:30:00.000Z,11,6-2-2,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6aa17ddeab080c8c957ff0fe/player/boat_sensei/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,fitypaldis,Fitypaldis,6a8b75058302ae761e5fab7e,FAREWELL B4!|2x Hoopa ex RR Prize+More!|TH Series,81,2026-08-26T16:15:00.000Z,11,5-2-1,Gouging Fire x2 [B3a 054]; Protective Poncho x1 [B2 147],True,,20,https://play.limitlesstcg.com/tournament/6a8b75058302ae761e5fab7e/player/fitypaldis/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,pylantrao,PylanTrao,6aa89ad438886b36383c071a,✧･❀🌸Flutter Festival Debut! -15$🌸❀･✧,80,2026-09-16T23:30:00.000Z,11,6-2-0,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6aa89ad438886b36383c071a/player/pylantrao/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,flameking3,FLAMEKING3,6aa6eed0f1243e65f9800555,🩷random r0zey pop up #3 | $25 + FA🩷,146,2026-09-13T22:50:00.000Z,12,6-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aa6eed0f1243e65f9800555/player/flameking3/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,pauk55,𝗠𝗢𝗡𝗢 . Pauk,6aa6942138886b36383be9a3,DR KELP’S CHUM BUCKET POP UP - FA COPYCAT,38,2026-09-13T14:00:00.000Z,12,3-3-0,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6aa6942138886b36383be9a3/player/pauk55/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,guunnz,𝗠𝗢𝗡⭐️ | guunnz,6ab04f7fe905c1db6874671c,Xasturpice Theater 🎭 #1 | 🏆 Full Art Oak,22,2026-09-21T00:45:00.000Z,12,3-3-0,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6ab04f7fe905c1db6874671c/player/guunnz/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,elatomico,PGX| El Atomico,6aa17ddeab080c8c957ff0fe,Dark League Pocket Tournament | 20$USD Prize Pool,118,2026-09-12T20:30:00.000Z,13,6-3-1,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6aa17ddeab080c8c957ff0fe/player/elatomico/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,jacl,JaCL,6a8b75058302ae761e5fab7e,FAREWELL B4!|2x Hoopa ex RR Prize+More!|TH Series,81,2026-08-26T16:15:00.000Z,13,5-3-0,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6a8b75058302ae761e5fab7e/player/jacl/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,fall88,Fall88,6a7e2b83cdc0391d7fa65afb,Umbreon99's Aura Sphere #4: $15 USD + Oak,219,2026-09-11T17:45:00.000Z,14,7-3-1,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6a7e2b83cdc0391d7fa65afb/player/fall88/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,minato,minato,6aa7cd2ff1243e65f9800e0f,TBC KELP CLASSIC 10th ANNIVERSARY- $10 + FA CYRUS,78,2026-09-15T23:15:00.000Z,14,5-3-1,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6aa7cd2ff1243e65f9800e0f/player/minato/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,rezpectore,𝗠𝗲𝗴𝗮 Rezpectore 𝗘𝗫,6aa17ddeab080c8c957ff0fe,Dark League Pocket Tournament | 20$USD Prize Pool,118,2026-09-12T20:30:00.000Z,15,6-3-1,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6aa17ddeab080c8c957ff0fe/player/rezpectore/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,pierfigo,PierFigo,6a96069dabb9482237504f7f,Plasma Daily #22| Team Rocket's Ambitions| FA Card,113,2026-09-01T17:00:00.000Z,15,5-3-0,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6a96069dabb9482237504f7f/player/pierfigo/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,hell,hell,6aa17ddeab080c8c957ff0fe,Dark League Pocket Tournament | 20$USD Prize Pool,118,2026-09-12T20:30:00.000Z,16,6-3-1,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6aa17ddeab080c8c957ff0fe/player/hell/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,kayjay,KayJay,6ab3aa2de905c1db68748664,TH Event's Presents: When DX Pack?!|5$ + FA's!,68,2026-09-23T19:00:00.000Z,16,3-5-0,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6ab3aa2de905c1db68748664/player/kayjay/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,draxoz,DraXoZ,6a9d55b3ab080c8c957fbaa6,OTS Pokemon TCG Pocket Arena Pop Up | $5 USD,65,2026-09-06T18:00:00.000Z,16,4-2-0,Gouging Fire x2 [B3a 054]; Protective Poncho x1 [B2 147],True,,20,https://play.limitlesstcg.com/tournament/6a9d55b3ab080c8c957fbaa6/player/draxoz/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,pauk55,𝗠𝗢𝗡𝗢 . Pauk,6aac7e78f127b1b52c27ba59,$40 USD+FA | 巫獅對戰塔盃 LeoWizard BattleTower Cup #12,112,2026-09-19T13:00:00.000Z,17,6-1-1,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6aac7e78f127b1b52c27ba59/player/pauk55/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,yukiiiii,yukiiiii,6aaac3d9f1243e65f9802bad,🥊 20$ BEC'S KING OF THE HILL - ANY FA PRIZE!,95,2026-09-18T13:00:00.000Z,17,2-1-0,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6aaac3d9f1243e65f9802bad/player/yukiiiii/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,nicoz,Nicoz,6a918b3d629039f77d8a40ca,Pop Up Series 8 || 3 FA OAKS + DX SHINIES,66,2026-08-29T03:00:00.000Z,17,3-2-0,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6a918b3d629039f77d8a40ca/player/nicoz/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,shogunabs,ShogunABS,6aaad41638886b36383c1ad5,Pop Up Series 9 || FA OAK,27,2026-09-17T03:00:00.000Z,17,1-2-0,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6aaad41638886b36383c1ad5/player/shogunabs/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,fzin,João Santos,6a9829c8a4272c53be644d74,The PokeBounty Showdown $1000 Prize Pool (#1),132,2026-09-07T23:00:00.000Z,18,6-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9829c8a4272c53be644d74/player/fzin/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,toddyfox,Toddyfox,6a7e2db92b308b6067b531d2,Umbreon99's Aura Sphere #5: $5 USD + OAK,89,2026-09-18T17:35:00.000Z,18,4-2-0,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6a7e2db92b308b6067b531d2/player/toddyfox/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,krutch,Krutch,6aa22425a4272c53be64ca36,The Breakfast Club Daily #5-$5 + FA,112,2026-09-10T20:20:00.000Z,19,5-1-2,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6aa22425a4272c53be64ca36/player/krutch/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,kayjay,KayJay,6aabc067f1243e65f98035ec,The TCGP Arena #6! Prizing: 🌟🌟 Cards,53,2026-09-21T17:00:00.000Z,19,3-3-0,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6aabc067f1243e65f98035ec/player/kayjay/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,ironsap,IRONSAP,6a8b75058302ae761e5fab7e,FAREWELL B4!|2x Hoopa ex RR Prize+More!|TH Series,81,2026-08-26T16:15:00.000Z,21,4-3-0,Gouging Fire x1 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6a8b75058302ae761e5fab7e/player/ironsap/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,kirteppat,Kirteppat,6a8b7ef58302ae761e5fac0a,♨️Sauna's POG Tournament #23 |SLEEP BAN| 5USD + FA,60,2026-08-28T04:00:00.000Z,21,3-3-0,Gouging Fire x2 [B3a 054]; Protective Poncho x1 [B2 147],True,,20,https://play.limitlesstcg.com/tournament/6a8b7ef58302ae761e5fac0a/player/kirteppat/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,hakitcgp,hakitcgp,6aac7e78f127b1b52c27ba59,$40 USD+FA | 巫獅對戰塔盃 LeoWizard BattleTower Cup #12,112,2026-09-19T13:00:00.000Z,22,5-2-1,Protective Poncho x1 [B2 147]; Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6aac7e78f127b1b52c27ba59/player/hakitcgp/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,abnermoyai,𝐈𝐌𝐎 Moyai,6aa682e4f1243e65f97ffebe,The PokeBounty Showdown Sunday Pop Up,83,2026-09-13T16:30:00.000Z,22,4-2-1,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6aa682e4f1243e65f97ffebe/player/abnermoyai/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,nunogdm,NunoGDM,6a8b75058302ae761e5fab7e,FAREWELL B4!|2x Hoopa ex RR Prize+More!|TH Series,81,2026-08-26T16:15:00.000Z,22,4-3-0,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6a8b75058302ae761e5fab7e/player/nunogdm/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,russ_ii,TBC || Russ,6a7e2db92b308b6067b531d2,Umbreon99's Aura Sphere #5: $5 USD + OAK,89,2026-09-18T17:35:00.000Z,24,4-2-0,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6a7e2db92b308b6067b531d2/player/russ_ii/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,draxoz,DraXoZ,6aa13feaa4272c53be64b94a,DR KELP’S CHUM BUCKET POP UP,49,2026-09-09T14:00:00.000Z,25,2-3-0,Gouging Fire x2 [B3a 054]; Protective Poncho x1 [B2 147],True,,20,https://play.limitlesstcg.com/tournament/6aa13feaa4272c53be64b94a/player/draxoz/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,rikujibra,rikujiBRA,6aa89ad438886b36383c071a,✧･❀🌸Flutter Festival Debut! -15$🌸❀･✧,80,2026-09-16T23:30:00.000Z,26,3-3-0,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6aa89ad438886b36383c071a/player/rikujibra/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,alyce,alyCE ,6a989e74a4272c53be6453c4,🔥 TBC × HYPE PACKS: AFTERMADS #1 — $150 🔥,134,2026-09-13T00:45:00.000Z,27,5-3-1,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6a989e74a4272c53be6453c4/player/alyce/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,mimikyu1305,Leonardo Ruscio,6a99bbffa4272c53be645f44,Block Dragon Pop Up (RR Team Rockets Raticate),60,2026-09-03T20:45:00.000Z,27,3-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a99bbffa4272c53be645f44/player/mimikyu1305/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,packluckfc,𝗠𝗢𝗡⭐️ | PackLuck,6aa682e4f1243e65f97ffebe,The PokeBounty Showdown Sunday Pop Up,83,2026-09-13T16:30:00.000Z,28,4-3-0,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6aa682e4f1243e65f97ffebe/player/packluckfc/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,minato,minato,6aa89ad438886b36383c071a,✧･❀🌸Flutter Festival Debut! -15$🌸❀･✧,80,2026-09-16T23:30:00.000Z,28,3-3-0,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6aa89ad438886b36383c071a/player/minato/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,vegax_1,𝗠𝗮𝗴𝗺𝗮 Vega ,6a8b75058302ae761e5fab7e,FAREWELL B4!|2x Hoopa ex RR Prize+More!|TH Series,81,2026-08-26T16:15:00.000Z,29,3-2-1,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6a8b75058302ae761e5fab7e/player/vegax_1/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,einstun,𝙈𝙚𝙜𝙖 𝕰𝖎𝖓𝖘𝖙𝖚𝖓 𝙀𝙓,6aa7cd2ff1243e65f9800e0f,TBC KELP CLASSIC 10th ANNIVERSARY- $10 + FA CYRUS,78,2026-09-15T23:15:00.000Z,29,4-4-0,Gouging Fire x2 [B3a 054]; Protective Poncho x1 [B2 147],True,,20,https://play.limitlesstcg.com/tournament/6aa7cd2ff1243e65f9800e0f/player/einstun/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,zeus5148,Zeus5148,6a989e74a4272c53be6453c4,🔥 TBC × HYPE PACKS: AFTERMADS #1 — $150 🔥,134,2026-09-13T00:45:00.000Z,32,5-3-1,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6a989e74a4272c53be6453c4/player/zeus5148/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,ibte_10,𝗕𝗢𝗔𝗧 | Ibte10,6aa89ad438886b36383c071a,✧･❀🌸Flutter Festival Debut! -15$🌸❀･✧,80,2026-09-16T23:30:00.000Z,32,3-3-0,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6aa89ad438886b36383c071a/player/ibte_10/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,draxoz,DraXoZ,6a9f6899a4272c53be64a894,Umbreon99's Team Rocket's Bash: $10 USD + 🌈,172,2026-09-08T17:45:00.000Z,33,4-1-2,Gouging Fire x2 [B3a 054]; Protective Poncho x1 [B2 147],True,,20,https://play.limitlesstcg.com/tournament/6a9f6899a4272c53be64a894/player/draxoz/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,mega_rezpectore_ex,𝗠𝗲𝗴𝗮 Rezpectore 𝗘𝗫,6aa6410b38886b36383be710,🏰FORT TOURNAMENTS POCKET DEBUT🏰 $20 + FA CARDS,114,2026-09-14T10:30:00.000Z,33,4-2-0,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6aa6410b38886b36383be710/player/mega_rezpectore_ex/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,rezpectore011,𝗠𝗲𝗴𝗮 Rezpectore 𝗘𝗫,6aa682e4f1243e65f97ffebe,The PokeBounty Showdown Sunday Pop Up,83,2026-09-13T16:30:00.000Z,33,3-3-0,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6aa682e4f1243e65f97ffebe/player/rezpectore011/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,pauk55,𝗠𝗢𝗡𝗢 . Pauk,6aa0471eab080c8c957fe27d,The PokeBounty Showdown $1000 Prize Pool (#2NA),142,2026-09-14T23:00:00.000Z,34,4-2-0,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6aa0471eab080c8c957fe27d/player/pauk55/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,iduh,𝗠𝗲𝗴𝗮 Iduh 𝗘𝗫,6aa0471eab080c8c957fe27d,The PokeBounty Showdown $1000 Prize Pool (#2NA),142,2026-09-14T23:00:00.000Z,35,4-2-0,Gouging Fire x2 [B3a 054]; Protective Poncho x1 [B2 147],True,,20,https://play.limitlesstcg.com/tournament/6aa0471eab080c8c957fe27d/player/iduh/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,ehhhzigggyyy,ehhhzigggyyy,6aa682e4f1243e65f97ffebe,The PokeBounty Showdown Sunday Pop Up,83,2026-09-13T16:30:00.000Z,37,3-3-0,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6aa682e4f1243e65f97ffebe/player/ehhhzigggyyy/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,draxoz,DraXoZ,6a985d35ab080c8c957f7fac,The Dark League Tournament | POP UP,77,2026-09-02T21:10:00.000Z,37,2-5-0,Gouging Fire x2 [B3a 054]; Protective Poncho x1 [B2 147],True,,20,https://play.limitlesstcg.com/tournament/6a985d35ab080c8c957f7fac/player/draxoz/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,pauk55,𝗠𝗢𝗡𝗢 . Pauk,6a7e2b83cdc0391d7fa65afb,Umbreon99's Aura Sphere #4: $15 USD + Oak,219,2026-09-11T17:45:00.000Z,38,5-2-2,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6a7e2b83cdc0391d7fa65afb/player/pauk55/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,mrcin0091,MrCin0091,6a9718fd629039f77d8a790e,Plasma Daily #23| Team Rocket's Ambitions| FA Card,119,2026-09-02T17:00:00.000Z,38,3-3-0,Gouging Fire x2 [B3a 054]; Protective Poncho x1 [B2 147],True,,20,https://play.limitlesstcg.com/tournament/6a9718fd629039f77d8a790e/player/mrcin0091/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,supreme13,𝗕𝗮𝗹𝗱 Supreme,6a8b75058302ae761e5fab7e,FAREWELL B4!|2x Hoopa ex RR Prize+More!|TH Series,81,2026-08-26T16:15:00.000Z,38,3-3-0,Gouging Fire x2 [B3a 054]; Protective Poncho x2 [B2 147],True,,20,https://play.limitlesstcg.com/tournament/6a8b75058302ae761e5fab7e/player/supreme13/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,speedy_paws,Speedy_Paws,6a918b3d629039f77d8a40ca,Pop Up Series 8 || 3 FA OAKS + DX SHINIES,66,2026-08-29T03:00:00.000Z,38,2-3-0,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6a918b3d629039f77d8a40ca/player/speedy_paws/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,normo360,𝗠𝗮𝗴𝗺𝗮 StorM,6a8b75058302ae761e5fab7e,FAREWELL B4!|2x Hoopa ex RR Prize+More!|TH Series,81,2026-08-26T16:15:00.000Z,39,2-2-1,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6a8b75058302ae761e5fab7e/player/normo360/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,mo_23,墨墨 ,6aa89ad438886b36383c071a,✧･❀🌸Flutter Festival Debut! -15$🌸❀･✧,80,2026-09-16T23:30:00.000Z,39,2-4-0,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6aa89ad438886b36383c071a/player/mo_23/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,pylantrao,PylanTrao,6aa7cd2ff1243e65f9800e0f,TBC KELP CLASSIC 10th ANNIVERSARY- $10 + FA CYRUS,78,2026-09-15T23:15:00.000Z,39,2-5-0,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6aa7cd2ff1243e65f9800e0f/player/pylantrao/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,esdeath,Esdeath,6a7e2b83cdc0391d7fa65afb,Umbreon99's Aura Sphere #4: $15 USD + Oak,219,2026-09-11T17:45:00.000Z,40,5-3-1,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6a7e2b83cdc0391d7fa65afb/player/esdeath/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,sinorci200,𝗙𝗚𝗥 || Sinorci200,6aa22425a4272c53be64ca36,The Breakfast Club Daily #5-$5 + FA,112,2026-09-10T20:20:00.000Z,40,4-3-0,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6aa22425a4272c53be64ca36/player/sinorci200/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,masterbenji,Masterbenji,6aa17ddeab080c8c957ff0fe,Dark League Pocket Tournament | 20$USD Prize Pool,118,2026-09-12T20:30:00.000Z,41,3-4-0,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6aa17ddeab080c8c957ff0fe/player/masterbenji/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,nyrq,nyrq the rookie,6a7e2db92b308b6067b531d2,Umbreon99's Aura Sphere #5: $5 USD + OAK,89,2026-09-18T17:35:00.000Z,41,0-6-0,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6a7e2db92b308b6067b531d2/player/nyrq/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,iduh,𝗠𝗲𝗴𝗮 Iduh 𝗘𝗫,6a989e74a4272c53be6453c4,🔥 TBC × HYPE PACKS: AFTERMADS #1 — $150 🔥,134,2026-09-13T00:45:00.000Z,43,3-3-0,Gouging Fire x2 [B3a 054]; Protective Poncho x1 [B2 147],True,,20,https://play.limitlesstcg.com/tournament/6a989e74a4272c53be6453c4/player/iduh/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,yonkodreco6th,Yonkodreco6th,6a918b3d629039f77d8a40ca,Pop Up Series 8 || 3 FA OAKS + DX SHINIES,66,2026-08-29T03:00:00.000Z,44,1-2-0,Gouging Fire x2 [B3a 054]; Protective Poncho x1 [B2 147],True,,20,https://play.limitlesstcg.com/tournament/6a918b3d629039f77d8a40ca/player/yonkodreco6th/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,fitypaldis,Fitypaldis,6a98b6dfab080c8c957f8554,Block Dragon Pop Up (RR Vespiquen),48,2026-09-03T02:15:00.000Z,45,0-2-0,Gouging Fire x2 [B3a 054]; Protective Poncho x1 [B2 147],True,,20,https://play.limitlesstcg.com/tournament/6a98b6dfab080c8c957f8554/player/fitypaldis/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,kayjay,KayJay,6aa89ad438886b36383c071a,✧･❀🌸Flutter Festival Debut! -15$🌸❀･✧,80,2026-09-16T23:30:00.000Z,46,2-4-0,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6aa89ad438886b36383c071a/player/kayjay/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,kayjay,KayJay,6aa17ddeab080c8c957ff0fe,Dark League Pocket Tournament | 20$USD Prize Pool,118,2026-09-12T20:30:00.000Z,47,1-6-0,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6aa17ddeab080c8c957ff0fe/player/kayjay/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,speedy_paws,Speedy_Paws,6a99bbffa4272c53be645f44,Block Dragon Pop Up (RR Team Rockets Raticate),60,2026-09-03T20:45:00.000Z,47,1-4-0,Gouging Fire x2 [B3a 054],True,,20,https://play.limitlesstcg.com/tournament/6a99bbffa4272c53be645f44/player/speedy_paws/decklist
Dragonair Mega Rayquaza ex,dragonair-mega-rayquaza-ex-b4,draxoz,DraXoZ,6a99bbffa4272c53be645f44,Block Dragon Pop Up (RR Team Rockets Raticate),60,2026-09-03T20:45:00.000Z,48,1-3-0,Gouging Fire x2 [B3a 054]; Protective Poncho x1 [B2 147],True,,20,https://play.limitlesstcg.com/tournament/6a99bbffa4272c53be645f44/player/draxoz/decklist
